account_id,ml_indicator,checking_only_indicator,prior_ctr_indicator,address_change_2x_indicator,cross_border_trx_indicator,in_person_contact_indicator,linkedin_indicator,atm_deposit_indicator,trx_10ksum_indicator,common_merchant_indicator,direct_deposit_indicator,marital_status,primary_transfer_cat,citizenship_country_risk,occupation_risk,num_transactions,num_acctbal_chgs_gt2000,distance_to_employer,distance_to_bank,income,credit_score,ml_indicator_type,marital_status_type,primary_transfer_cat_type,id_suspicious_activity_reported,id_identified_by_employee,id_account_activity_1w
1750,0,1,0,0,1,1,0,0,0,1,1,0,1,2,0,2,73,1,16,65308,692,no_money_launder,single,check,true,false,false
1751,0,0,0,0,1,1,1,1,0,0,0,2,1,2,0,14,48,12,15,47445,779,no_money_launder,divorced,check,false,false,true
1752,0,1,0,0,1,1,0,0,0,0,1,2,1,3,0,267,17,5,11,16593,808,no_money_launder,divorced,check,false,false,false
1753,0,0,0,1,0,1,1,0,0,0,1,1,1,2,2,401,65,1,39,96427,726,no_money_launder,married,check,false,false,false
1754,0,1,0,1,1,0,1,1,0,0,0,2,1,0,0,44,4,4,11,43289,657,no_money_launder,divorced,check,false,false,false
1755,0,0,0,0,1,0,1,0,0,0,1,2,0,5,2,75,11,3,13,40845,712,no_money_launder,divorced,cash,false,false,false
1756,0,0,0,0,1,0,1,0,0,0,1,1,1,3,0,75,17,2,39,46711,609,no_money_launder,married,check,false,false,false
1757,0,0,0,0,1,1,1,0,0,0,1,1,1,6,5,2,171,1,1,92524,628,no_money_launder,married,check,false,false,false
1758,0,0,1,0,0,1,1,1,0,0,0,1,1,0,4,77,33,1,4,18794,685,no_money_launder,married,check,false,false,false
1759,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,80,6,3,1,67306,712,no_money_launder,single,check,false,false,true
1760,0,0,0,0,1,0,1,1,0,1,1,1,2,0,0,98,11,2,14,75723,745,no_money_launder,married,wire,false,false,false
1761,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,80,14,10,44,70886,658,no_money_launder,married,check,false,false,true
1762,0,0,1,1,0,1,0,0,0,0,0,2,1,5,6,18,20,4,12,132475,778,no_money_launder,divorced,check,false,false,true
1763,0,1,0,0,1,1,1,0,0,0,1,1,2,0,0,29,20,4,15,121906,696,no_money_launder,married,wire,false,false,true
1764,0,0,1,0,1,0,0,0,0,1,1,1,1,0,3,63,189,1,11,42990,676,no_money_launder,married,check,false,false,false
1765,0,0,0,0,1,1,0,1,0,0,0,1,1,4,0,16,23,4,4,72788,788,no_money_launder,married,check,false,false,false
1766,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,47,20,4,1,126929,779,no_money_launder,married,check,false,false,false
1767,0,0,0,0,0,1,0,1,0,1,1,2,1,2,0,69,47,5,4,254062,716,no_money_launder,divorced,check,false,false,true
1768,0,0,0,1,0,1,1,1,0,1,1,2,2,3,5,69,68,3,1,62994,688,no_money_launder,divorced,wire,false,false,false
1769,0,1,0,0,1,1,0,0,0,0,1,1,2,0,0,100,13,5,20,48656,702,no_money_launder,married,wire,false,false,true
1770,0,0,0,0,1,1,1,1,1,1,1,1,1,3,7,11,11,5,12,156810,744,no_money_launder,married,check,false,false,false
1771,0,0,0,0,1,1,1,1,0,0,1,2,1,0,1,83,114,4,11,68672,843,no_money_launder,divorced,check,false,false,false
1772,0,0,0,0,0,1,0,1,0,0,0,1,1,2,3,41,23,1,15,30063,619,no_money_launder,married,check,false,false,true
1773,0,0,0,0,1,1,0,1,0,0,0,1,2,6,0,50,17,4,23,98960,662,no_money_launder,married,wire,true,false,false
1774,0,1,1,0,1,0,1,1,0,0,1,2,1,1,0,44,32,3,4,15956,702,no_money_launder,divorced,check,false,false,true
1775,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,59,27,1,2,115455,786,no_money_launder,married,check,false,false,false
1776,0,0,0,0,1,1,0,1,0,0,1,2,0,2,4,12,36,1,12,70779,713,no_money_launder,divorced,cash,false,false,false
1777,0,0,0,0,1,1,0,1,0,0,1,0,1,3,1,31,11,1,11,61783,714,no_money_launder,single,check,true,false,false
1778,0,0,0,0,0,1,1,0,0,0,1,1,1,3,6,48,180,5,4,70952,792,no_money_launder,married,check,false,false,false
1779,0,0,0,0,0,1,0,1,0,0,1,2,2,0,1,100,111,4,28,62318,621,no_money_launder,divorced,wire,false,true,false
1780,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,12,96,12,4,50105,685,no_money_launder,single,check,false,false,false
1781,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,93,6,1,33,84124,728,no_money_launder,single,check,false,false,false
1782,0,0,0,1,1,1,0,1,0,0,1,1,1,1,7,63,113,4,3,52266,744,no_money_launder,married,check,false,false,false
1783,0,0,0,0,0,1,1,1,0,0,1,1,1,3,0,62,21,1,2,72782,767,no_money_launder,married,check,true,false,false
1784,0,0,1,0,1,1,0,1,0,0,1,2,1,1,1,24,54,3,5,68756,741,no_money_launder,divorced,check,false,false,true
1785,0,0,0,0,0,1,1,0,0,0,1,0,1,0,4,33,15,8,9,69599,722,no_money_launder,single,check,false,false,false
1786,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,50,6,2,5,74801,671,no_money_launder,single,check,false,false,false
1787,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,4,12,4,4,21656,727,no_money_launder,married,check,false,false,false
1788,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,175,24,2,14,44441,608,no_money_launder,single,check,false,false,false
1789,0,1,0,1,0,1,0,0,0,1,1,2,1,1,0,87,13,3,3,67021,701,no_money_launder,divorced,check,false,false,false
1790,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,15,225,5,12,9543,750,no_money_launder,single,check,false,false,false
1791,0,0,0,0,0,1,0,0,0,0,1,1,1,5,3,11,95,15,12,72154,660,no_money_launder,married,check,false,false,true
1792,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,14,132,4,1,159830,714,no_money_launder,married,cash,false,false,false
1793,0,0,0,0,0,1,1,0,0,0,0,2,1,1,6,183,1,14,12,41900,602,no_money_launder,divorced,check,false,false,true
1794,0,1,1,1,0,1,0,0,0,0,1,1,1,2,1,66,27,4,13,74502,746,no_money_launder,married,check,false,false,false
1795,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,82,30,1,12,185938,731,no_money_launder,married,check,false,false,false
1796,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,487,182,15,14,74983,669,no_money_launder,divorced,cash,false,false,true
1797,0,0,0,0,0,1,1,1,0,0,1,1,1,0,5,59,6,10,5,8156,655,no_money_launder,married,check,false,false,false
1798,0,0,0,0,0,1,1,1,0,0,1,0,1,0,5,483,20,1,4,72110,742,no_money_launder,single,check,true,false,false
1799,0,0,0,0,1,1,1,0,0,0,1,1,0,3,2,20,145,1,2,51676,619,no_money_launder,married,cash,false,false,false
1800,0,0,0,0,0,1,0,1,0,0,1,1,1,1,3,200,12,15,5,61342,755,no_money_launder,married,check,false,true,true
1801,0,0,0,0,1,1,1,1,0,0,1,1,2,0,0,54,145,5,10,5824,775,no_money_launder,married,wire,false,false,true
1802,0,0,0,0,1,0,0,1,0,0,1,2,1,2,3,98,28,11,1,49644,575,no_money_launder,divorced,check,true,false,false
1803,0,0,0,0,0,0,1,1,0,0,1,2,0,0,1,46,131,8,3,22958,719,no_money_launder,divorced,cash,false,false,false
1804,0,0,0,0,0,1,1,0,0,0,0,1,1,5,0,14,99,1,11,85989,677,no_money_launder,married,check,false,false,false
1805,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,308,117,7,4,65493,741,no_money_launder,married,check,false,false,false
1806,0,1,0,0,1,1,1,0,0,0,1,0,1,2,0,38,15,4,1,16148,613,no_money_launder,single,check,false,false,false
1807,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,71,11,2,5,71187,722,no_money_launder,divorced,check,false,false,false
1808,0,1,0,1,1,1,1,0,0,0,1,1,2,3,3,240,10,20,5,62044,685,no_money_launder,married,wire,false,false,true
1809,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,5,108,1,12,25460,672,no_money_launder,single,cash,false,false,false
1810,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,54,1,3,4,51281,657,no_money_launder,single,check,false,false,false
1811,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,91,21,2,12,20254,731,no_money_launder,married,check,false,false,false
1812,0,0,1,0,0,0,1,0,0,0,0,2,1,1,0,84,40,3,1,43132,602,no_money_launder,divorced,check,false,false,true
1813,0,0,0,0,1,1,0,1,0,1,1,2,2,1,0,351,1,1,5,81119,615,no_money_launder,divorced,wire,false,true,false
1814,0,0,0,0,1,1,0,0,1,0,0,1,0,2,0,60,37,1,5,58303,506,no_money_launder,married,cash,false,false,false
1815,0,0,1,0,1,0,1,1,1,0,0,0,1,1,4,11,28,1,43,73783,684,no_money_launder,single,check,false,false,false
1816,0,0,0,0,1,1,0,0,0,0,1,2,1,3,1,42,234,4,1,59991,678,no_money_launder,divorced,check,false,false,true
1817,0,0,1,0,0,1,0,0,0,0,1,0,1,5,0,74,9,1,5,62074,814,no_money_launder,single,check,false,false,false
1818,0,1,1,0,1,1,1,0,0,0,0,2,1,6,5,50,3,2,5,46292,711,no_money_launder,divorced,check,false,false,true
1819,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,15,184,4,8,47951,642,no_money_launder,married,cash,false,false,false
1820,0,1,0,0,1,1,0,0,0,0,1,0,1,3,0,13,9,1,5,65016,647,no_money_launder,single,check,false,false,true
1821,0,0,1,0,1,1,0,1,0,0,1,0,1,2,4,28,150,3,7,71057,672,no_money_launder,single,check,false,false,false
1822,0,1,1,0,0,1,0,1,0,0,1,2,1,0,0,49,6,3,3,103240,738,no_money_launder,divorced,check,false,false,false
1823,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,81,10,1,13,61557,810,no_money_launder,married,check,true,false,false
1824,0,0,1,0,1,1,1,1,0,0,1,2,1,1,0,58,71,12,4,65794,709,no_money_launder,divorced,check,false,false,false
1825,0,1,1,0,0,1,0,0,0,0,0,2,1,0,0,58,14,16,5,85476,842,no_money_launder,divorced,check,false,false,false
1826,0,0,1,1,1,0,1,1,0,0,1,2,1,2,0,71,28,1,2,22285,562,no_money_launder,divorced,check,false,false,false
1827,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,31,89,2,5,18313,671,no_money_launder,married,check,false,false,false
1828,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,35,16,18,13,49703,663,no_money_launder,married,check,false,false,true
1829,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,447,5,8,1,56436,714,no_money_launder,divorced,cash,false,false,true
1830,0,0,0,0,0,1,0,1,0,0,0,2,1,1,0,295,8,1,46,81490,745,no_money_launder,divorced,check,false,false,false
1831,0,0,0,1,1,0,0,1,0,0,1,1,1,2,0,57,132,1,11,63167,666,no_money_launder,married,check,false,true,false
1832,0,0,1,0,1,0,0,0,0,1,0,1,1,1,2,290,60,3,22,72454,667,no_money_launder,married,check,false,false,true
1833,0,0,0,0,1,1,0,0,0,0,1,2,1,0,2,306,60,7,4,180908,698,no_money_launder,divorced,check,false,false,false
1834,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,43,32,1,4,282131,650,no_money_launder,single,check,false,false,false
1835,0,0,0,0,1,0,0,1,0,0,1,1,1,2,1,66,19,1,11,67634,788,no_money_launder,married,check,false,false,false
1836,0,0,0,0,0,1,1,0,0,1,1,2,1,0,3,21,2,4,10,193910,786,no_money_launder,divorced,check,false,false,false
1837,0,0,1,0,1,1,0,0,0,0,0,1,1,3,0,298,33,5,1,75181,668,no_money_launder,married,check,false,false,true
1838,0,0,0,1,1,0,1,1,0,1,1,0,1,2,2,71,10,5,15,43956,717,no_money_launder,single,check,false,false,false
1839,0,0,0,0,0,1,0,0,0,0,1,1,1,2,0,74,23,8,14,144553,783,no_money_launder,married,check,false,false,false
1840,0,0,0,0,1,1,0,1,0,0,1,2,1,2,1,18,48,4,2,68533,669,no_money_launder,divorced,check,false,false,false
1841,0,0,0,0,0,0,1,0,0,0,1,2,1,2,1,204,4,1,13,21730,750,no_money_launder,divorced,check,false,false,true
1842,0,0,1,0,0,1,1,0,1,0,1,2,1,2,1,46,160,3,12,15231,698,no_money_launder,divorced,check,false,false,true
1843,0,0,1,0,0,1,0,0,0,0,1,1,1,2,1,56,52,1,3,49243,704,no_money_launder,married,check,false,false,false
1844,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,42,217,1,1,145541,766,no_money_launder,married,check,true,false,false
1845,0,0,0,0,0,1,1,1,0,1,1,1,2,0,0,44,109,1,5,70207,739,no_money_launder,married,wire,false,false,true
1846,0,0,0,0,0,0,0,1,0,0,1,2,1,3,1,65,94,4,2,46197,692,no_money_launder,divorced,check,false,false,true
1847,0,0,0,0,1,1,0,1,0,0,1,2,0,0,0,76,17,40,1,60580,683,no_money_launder,divorced,cash,false,false,false
1848,0,0,0,0,0,1,1,0,0,0,1,1,1,1,2,337,14,3,2,14532,839,no_money_launder,married,check,false,false,false
1849,0,1,0,0,1,1,1,0,0,0,1,1,1,2,1,2,24,4,3,53384,717,no_money_launder,married,check,false,false,false
1850,0,1,1,0,1,1,1,1,0,0,1,1,2,3,0,63,43,4,42,70978,741,no_money_launder,married,wire,false,false,false
1851,0,1,1,1,0,1,0,0,0,0,1,1,1,1,2,25,38,3,13,26298,716,no_money_launder,married,check,false,false,false
1852,0,0,0,0,1,1,1,0,0,1,1,1,1,2,2,12,12,1,5,34954,800,no_money_launder,married,check,false,false,false
1853,0,0,1,0,1,1,1,0,0,0,0,2,1,1,1,30,4,1,7,70963,724,no_money_launder,divorced,check,false,false,true
1854,0,1,1,0,0,1,1,1,0,0,1,2,1,6,7,72,230,2,13,95352,676,no_money_launder,divorced,check,false,false,false
1855,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,167,16,9,3,97306,526,no_money_launder,married,check,false,false,true
1856,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,9,24,4,5,70057,736,no_money_launder,married,check,false,false,false
1857,0,0,0,0,1,1,0,0,0,0,1,2,1,2,0,170,14,3,4,64385,722,no_money_launder,divorced,check,false,false,false
1858,0,1,0,0,1,1,0,0,0,0,0,1,1,0,2,275,44,5,14,52189,715,no_money_launder,married,check,false,false,false
1859,0,0,1,0,0,0,1,1,0,0,0,2,1,0,1,251,176,2,15,43939,719,no_money_launder,divorced,check,false,false,true
1860,0,0,0,1,0,1,1,0,0,0,1,2,1,1,0,390,46,3,14,77308,787,no_money_launder,divorced,check,false,false,false
1861,0,0,0,0,0,0,1,1,0,0,1,0,2,5,0,2,17,4,2,66766,721,no_money_launder,single,wire,false,false,false
1862,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,59,52,2,14,60660,716,no_money_launder,single,check,false,false,false
1863,0,0,0,0,0,1,0,1,0,0,1,0,2,1,0,19,66,4,3,16109,730,no_money_launder,single,wire,false,false,true
1864,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,59,43,10,1,79125,792,no_money_launder,divorced,check,false,false,true
1865,0,1,0,1,1,1,1,1,0,0,0,1,1,3,0,223,16,1,7,73478,717,no_money_launder,married,check,false,false,true
1866,0,0,1,0,0,1,1,0,0,0,0,2,1,2,0,47,23,6,12,8175,768,no_money_launder,divorced,check,false,false,true
1867,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,183,125,46,11,50624,749,no_money_launder,single,check,false,false,false
1868,0,0,1,1,0,1,0,1,1,0,1,2,1,0,2,45,13,11,9,34460,819,no_money_launder,divorced,check,false,false,true
1869,0,0,0,0,0,1,1,0,0,0,0,1,1,3,0,54,47,16,15,13546,711,no_money_launder,married,check,false,false,false
1870,0,0,0,0,1,0,1,0,0,0,1,2,1,2,1,95,41,5,18,8722,653,no_money_launder,divorced,check,false,false,true
1871,0,0,0,0,1,0,1,0,0,0,1,2,1,1,0,12,176,4,5,42335,725,no_money_launder,divorced,check,false,false,false
1872,0,0,0,1,0,1,1,0,0,0,1,0,1,3,3,85,48,1,9,26362,756,no_money_launder,single,check,false,false,true
1873,0,0,0,1,0,1,0,0,0,0,1,2,1,0,0,85,29,17,42,13359,707,no_money_launder,divorced,check,false,false,true
1874,0,1,1,1,0,1,0,0,0,1,1,2,1,0,0,24,32,1,14,73190,669,no_money_launder,divorced,check,false,false,false
1875,0,0,0,0,1,0,1,0,0,0,1,2,1,1,0,179,106,20,14,146203,705,no_money_launder,divorced,check,false,false,true
1876,0,0,1,0,1,1,1,1,0,0,1,1,1,4,6,237,5,9,9,43836,801,no_money_launder,married,check,false,false,false
1877,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,299,195,4,1,34152,737,no_money_launder,married,check,false,false,false
1878,0,0,0,0,1,1,1,1,0,1,1,2,1,0,0,94,144,5,5,131594,700,no_money_launder,divorced,check,false,false,false
1879,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,33,129,2,11,84994,647,no_money_launder,married,check,false,false,false
1880,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,431,14,5,3,58265,702,no_money_launder,married,check,false,false,false
1881,0,1,0,1,0,0,0,0,0,0,1,1,2,0,0,156,17,7,22,55792,680,no_money_launder,married,wire,false,false,false
1882,0,1,0,1,0,1,1,0,0,0,0,2,1,0,0,347,92,2,1,73314,639,no_money_launder,divorced,check,false,false,false
1883,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,79,8,1,1,69627,739,no_money_launder,divorced,cash,false,false,false
1884,0,1,0,0,0,1,1,1,0,1,1,2,1,1,0,3,53,5,21,69046,822,no_money_launder,divorced,check,false,false,false
1885,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,60,6,27,15,5372,643,no_money_launder,single,check,false,true,true
1886,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,224,14,2,9,35927,586,no_money_launder,single,check,false,false,false
1887,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,345,43,14,1,66341,622,no_money_launder,married,check,false,false,false
1888,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,125,1,4,14,23969,561,no_money_launder,married,check,true,false,false
1889,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,157,18,30,11,40875,687,no_money_launder,married,check,false,false,false
1890,0,0,0,0,1,1,1,0,1,0,1,2,0,3,7,97,129,1,5,11605,733,no_money_launder,divorced,cash,false,false,false
1891,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,16,15,9,2,66359,746,no_money_launder,married,check,false,false,false
1892,0,0,0,0,1,1,0,1,0,0,1,2,1,1,1,117,17,3,1,56024,640,no_money_launder,divorced,check,true,false,false
1893,0,0,0,0,1,0,0,1,0,0,0,0,1,2,2,50,46,3,3,65542,710,no_money_launder,single,check,false,true,false
1894,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1,63,18,3,17,25659,711,no_money_launder,divorced,check,false,false,false
1895,0,0,1,0,0,1,1,1,0,0,1,0,1,6,1,369,9,1,4,97660,685,no_money_launder,single,check,false,false,true
1896,0,0,0,0,1,1,1,1,0,0,1,2,1,2,2,88,3,36,2,71674,748,no_money_launder,divorced,check,false,false,false
1897,0,0,0,0,0,1,0,1,0,0,1,2,1,0,0,60,231,2,1,6215,756,no_money_launder,divorced,check,false,false,false
1898,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,37,39,12,4,51900,653,no_money_launder,single,check,false,false,false
1899,0,0,0,0,1,1,1,1,0,0,1,1,1,2,2,206,14,2,4,65608,751,no_money_launder,married,check,false,false,true
1900,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,13,10,5,1,54842,752,no_money_launder,divorced,check,false,false,false
1901,0,0,1,1,1,0,1,0,0,0,1,2,1,2,0,29,19,4,3,109422,746,no_money_launder,divorced,check,false,false,false
1902,0,0,1,1,0,1,0,0,0,0,1,2,1,4,0,12,48,13,17,62583,684,no_money_launder,divorced,check,false,false,false
1903,0,0,0,0,0,1,0,1,0,1,1,1,1,0,3,28,23,3,1,57900,782,no_money_launder,married,check,false,false,false
1904,0,0,0,0,1,1,0,1,1,0,1,0,2,3,0,97,15,1,49,48399,744,no_money_launder,single,wire,false,false,true
1905,0,1,0,0,1,0,0,0,0,0,1,1,2,0,0,42,224,6,10,82057,577,no_money_launder,married,wire,false,false,false
1906,0,1,0,0,1,1,1,1,0,0,1,2,1,2,2,69,10,4,4,44861,715,no_money_launder,divorced,check,false,false,false
1907,0,0,0,0,0,1,0,1,0,0,1,2,1,0,2,18,23,3,8,65877,733,no_money_launder,divorced,check,true,false,false
1908,0,0,1,1,0,1,1,1,0,0,0,2,1,0,4,50,25,4,11,74128,700,no_money_launder,divorced,check,false,false,false
1909,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,98,76,3,5,71828,696,no_money_launder,married,check,false,false,false
1910,0,1,0,0,0,0,1,0,0,0,0,1,2,4,0,170,150,43,13,66458,724,no_money_launder,married,wire,true,true,false
1911,0,1,0,1,1,0,0,1,0,0,0,1,1,1,6,77,17,3,14,26065,759,no_money_launder,married,check,false,false,false
1912,0,0,0,0,1,0,0,0,0,0,0,1,1,0,5,97,8,1,41,114881,645,no_money_launder,married,check,false,false,false
1913,0,0,1,0,0,1,0,1,0,0,1,2,1,6,4,144,174,1,11,23275,807,no_money_launder,divorced,check,true,false,false
1914,0,0,0,0,0,1,1,0,0,0,0,2,1,2,0,221,96,24,50,91659,651,no_money_launder,divorced,check,false,false,false
1915,0,0,0,0,0,0,0,1,0,0,1,1,0,4,0,47,10,3,4,35477,560,no_money_launder,married,cash,false,false,false
1916,0,0,1,0,1,1,1,0,0,0,1,1,1,1,3,31,18,4,17,65236,581,no_money_launder,married,check,false,false,false
1917,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,227,5,5,9,69205,780,no_money_launder,married,check,false,false,false
1918,0,0,0,1,1,1,0,1,0,0,1,1,1,4,1,99,21,5,2,94895,755,no_money_launder,married,check,false,false,false
1919,0,0,0,0,0,1,0,1,0,0,1,2,1,3,3,89,25,1,16,72576,659,no_money_launder,divorced,check,false,false,true
1920,0,0,0,0,1,0,1,1,1,0,1,2,1,0,0,51,29,2,5,28541,764,no_money_launder,divorced,check,false,true,false
1921,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,71,7,4,13,94165,745,no_money_launder,married,check,false,false,false
1922,0,0,0,0,1,0,0,0,0,0,1,1,1,5,2,25,6,10,13,200385,536,no_money_launder,married,check,false,false,false
1923,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,118,14,3,11,161084,714,no_money_launder,married,check,false,false,false
1924,0,0,1,1,0,1,1,0,0,0,1,1,2,4,1,16,147,4,15,9960,798,no_money_launder,married,wire,false,false,false
1925,0,1,1,0,0,1,0,1,0,0,1,2,1,1,1,19,21,39,11,8915,761,no_money_launder,divorced,check,false,false,false
1926,0,0,0,1,0,1,1,1,1,0,1,1,1,2,0,395,201,3,3,44864,749,no_money_launder,married,check,false,true,false
1927,0,1,1,0,0,1,0,0,0,0,0,0,1,0,7,28,116,4,4,40907,744,no_money_launder,single,check,true,false,false
1928,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,206,11,6,2,26549,777,no_money_launder,single,check,false,true,false
1929,0,0,1,1,1,0,0,1,0,0,1,2,1,2,0,13,34,1,3,67268,739,no_money_launder,divorced,check,false,false,false
1930,0,0,1,0,0,1,0,0,0,0,1,1,1,7,1,42,25,3,4,67127,595,no_money_launder,married,check,false,false,false
1931,0,0,0,0,1,1,0,0,0,0,1,2,1,3,3,17,13,2,3,6422,775,no_money_launder,divorced,check,false,false,false
1932,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,90,60,1,11,109651,661,no_money_launder,single,check,false,false,true
1933,0,0,0,0,0,1,0,1,0,0,0,1,1,3,0,444,190,26,14,64365,672,no_money_launder,married,check,false,false,false
1934,0,0,0,0,1,1,1,1,0,0,1,1,1,0,2,124,15,4,4,101988,744,no_money_launder,married,check,false,false,true
1935,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,346,12,5,1,27256,676,no_money_launder,single,check,false,false,true
1936,0,0,1,0,0,1,1,0,0,0,1,1,1,5,0,64,34,5,5,27274,849,no_money_launder,married,check,false,false,false
1937,0,0,0,0,0,1,0,0,0,0,1,1,1,2,1,48,236,4,3,73093,678,no_money_launder,married,check,false,false,true
1938,0,1,0,0,0,1,0,1,1,0,1,0,1,6,0,88,39,5,9,60456,770,no_money_launder,single,check,false,false,false
1939,0,1,0,0,1,0,1,1,0,0,1,2,1,0,2,30,243,18,11,126393,750,no_money_launder,divorced,check,true,true,true
1940,0,0,0,0,1,0,1,0,0,0,0,1,2,6,3,55,31,1,17,16805,733,no_money_launder,married,wire,false,false,true
1941,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,291,4,5,33,17435,747,no_money_launder,married,check,false,false,true
1942,0,1,0,0,0,0,0,0,0,0,0,2,1,7,2,30,3,5,3,9829,700,no_money_launder,divorced,check,false,false,true
1943,0,0,0,0,0,1,1,0,0,0,1,1,1,6,1,264,35,1,4,74739,716,no_money_launder,married,check,false,false,false
1944,0,0,0,1,1,1,0,0,0,0,1,1,1,2,0,38,109,4,15,72175,704,no_money_launder,married,check,false,false,true
1945,0,1,0,1,1,1,0,0,0,0,1,0,2,3,0,265,11,5,21,79419,683,no_money_launder,single,wire,false,false,true
1946,0,0,1,1,1,0,0,0,0,0,1,2,1,3,1,39,33,5,4,87837,746,no_money_launder,divorced,check,false,false,true
1947,0,1,0,1,1,1,0,0,0,0,0,2,2,1,3,71,6,1,3,47085,632,no_money_launder,divorced,wire,false,false,false
1948,0,0,0,1,1,1,0,1,0,0,1,1,1,2,1,175,20,1,1,73617,757,no_money_launder,married,check,false,true,true
1949,0,0,0,0,0,1,1,1,0,0,1,1,1,1,4,20,6,10,5,36008,726,no_money_launder,married,check,false,false,false
1950,0,0,0,0,1,1,0,1,0,0,1,0,1,0,2,25,67,1,1,136371,691,no_money_launder,single,check,false,true,true
1951,0,0,1,0,1,0,1,0,0,0,1,1,1,1,2,244,41,5,15,56641,686,no_money_launder,married,check,false,false,false
1952,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,42,24,4,12,5459,674,no_money_launder,married,check,false,false,true
1953,0,0,0,1,1,1,0,1,0,0,1,2,1,3,0,66,133,3,13,203222,712,no_money_launder,divorced,check,false,false,false
1954,0,1,0,1,0,1,1,0,0,0,1,1,2,2,0,43,12,17,9,238806,741,no_money_launder,married,wire,false,false,false
1955,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,242,239,2,11,6163,693,no_money_launder,divorced,check,false,false,false
1956,0,0,0,0,1,1,1,0,0,0,1,2,1,4,0,25,243,1,11,43388,685,no_money_launder,divorced,check,false,false,true
1957,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,41,18,1,12,10933,606,no_money_launder,married,check,false,false,false
1958,0,0,0,0,1,1,1,1,0,0,1,2,2,0,3,58,12,4,15,65661,694,no_money_launder,divorced,wire,false,false,false
1959,0,1,0,0,0,0,0,1,0,1,1,1,1,2,0,84,9,5,4,101677,716,no_money_launder,married,check,false,false,false
1960,0,1,0,0,0,1,0,0,0,0,1,1,1,0,5,69,31,5,28,22533,569,no_money_launder,married,check,false,false,true
1961,0,0,1,0,0,1,0,1,0,0,1,2,1,1,2,20,41,3,9,55760,778,no_money_launder,divorced,check,false,false,false
1962,0,0,0,0,1,0,1,0,0,0,1,1,1,0,2,20,194,3,7,74214,850,no_money_launder,married,check,false,false,false
1963,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,51,12,1,19,9121,742,no_money_launder,married,check,false,false,false
1964,0,0,1,1,0,1,0,0,0,0,0,2,1,2,2,16,30,22,3,60476,728,no_money_launder,divorced,check,false,false,false
