"account_id","num_transactions","credit_score","marital_status_single","marital_status_married","marital_status_divorced","analytic_partition","ml_indicator","checking_only_indicator","prior_ctr_indicator","address_change_2x_indicator","cross_border_trx_indicator","in_person_contact_indicator","linkedin_indicator","atm_deposit_indicator","trx_10ksum_indicator","common_merchant_indicator","direct_deposit_indicator","citizenship_country_risk","occupation_risk","num_acctbal_chgs_gt2000","distance_to_employer","distance_to_bank","income","primary_transfer_cash","primary_transfer_check","primary_transfer_wire"
13115,0.5799644494,-0.309329356,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,-0.798471061,-0.091215699,0.4352615207,-1.204470944,0,1,0
13116,-0.552391714,0.7224942581,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,2,0,-0.520936049,-0.660522669,-0.532723282,-0.116939812,0,1,0
13117,0.4016406442,0.753294963,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,7,2,-0.651540761,-0.375869184,-0.169728981,0.0383322074,0,1,0
13118,1.444834905,0.7378946105,0,1,0,2,0,1,0,0,0,0,0,1,0,1,1,0,0,0.0504595621,-0.091215699,-0.895717584,-0.060151545,0,1,0
13119,-0.160079342,0.2450833323,0,0,1,2,0,0,0,1,1,0,1,0,0,0,1,0,1,1.389157852,0.4780912716,-0.895717584,-0.954320422,0,1,0
13120,-0.231408864,1.3231080034,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,2,0,0.736134296,-0.091215699,0.4352615207,0.2970815842,0,1,0
13121,-0.828793612,-0.478733233,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,2,1,1.0952972518,-0.233542441,0.0722672195,-0.959739491,0,1,0
13122,0.3035625513,0.0448787505,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,4,0,-0.684191938,-0.660522669,-0.895717584,-0.421191459,0,1,0
13123,-0.962536466,0.6300921434,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2.7768329086,-0.375869184,-0.532723282,-0.301815178,0,1,0
13124,-0.712883139,-1.048546273,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,-0.733168705,-0.233542441,-0.653721383,0.1119375039,0,1,0
13125,-0.712883139,0.5222896763,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,4,-0.276052216,-0.233542441,-0.895717584,2.2775499866,0,1,0
13126,-0.837709802,-0.170726184,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,1,1,-0.651540761,-0.518195926,0.7982558219,0.0260161401,0,1,0
13127,-0.695050758,0.5530903812,0,1,0,2,0,0,1,0,0,1,1,1,0,1,1,0,1,-0.455633694,-0.375869184,0.5562596211,-0.433417955,0,1,0
13128,1.3378406218,0.9072984874,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,-0.35768016,0.6204180142,-0.653721383,-0.303897713,0,1,0
13129,-0.267073626,1.3847094132,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,2,-0.733168705,-0.091215699,1.6452425246,-1.167746671,0,1,0
13130,-0.802045041,-0.355530413,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2,-0.194424271,-0.660522669,-1.016715684,1.7544978062,0,1,0
13131,-0.909039324,0.4760886189,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,7,-0.635215172,-0.518195926,0.9192539223,-0.176370434,1,0,0
13132,-0.017420298,-0.617336405,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,2,0,-0.602563994,-0.091215699,-0.290727082,0.0328683521,0,1,0
13133,1.6766558518,0.2604836847,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,-0.178098683,-0.660522669,1.4032463238,0.1985530461,0,1,0
13134,-0.204660294,0.3528857994,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,3,0,-0.684191938,-0.660522669,0.3142634203,-0.050477834,0,1,0
13135,-0.222492674,0.6300921434,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,-0.569912816,-0.233542441,0.6772577215,-0.939429177,0,1,0
13136,1.0346901529,0.5068893238,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,-0.602563994,-0.233542441,-0.774719483,-0.076162433,0,1,0
13137,-0.275989816,0.5068893238,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,7,5,-0.455633694,-0.375869184,-1.016715684,-1.255616213,0,1,0
13138,-0.846625993,-1.27955156,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,7,-0.635215172,-0.233542441,0.9192539223,0.3919824807,0,1,0
13139,0.6067130202,-0.709738519,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,6,1,-0.325028983,4.0362598361,0.3142634203,0.2198710389,0,1,0
13140,0.294646361,-0.894542749,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,2,0,0.8830645961,-0.233542441,-0.532723282,0.0550820588,0,1,0
13141,-0.659385997,-1.048546273,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,2,2,-0.66786635,-0.091215699,-0.653721383,0.1026668642,0,1,0
13142,-0.695050758,0.8148963727,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.129121916,-0.233542441,-0.532723282,-0.139534197,0,1,0
13143,-0.623721236,-0.340130061,1,0,0,2,0,1,0,0,0,1,1,1,0,0,1,1,2,0.9646925406,-0.375869184,0.6772577215,-0.123008274,0,0,1
13144,-0.177911723,-0.494133585,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,-0.749494294,-0.233542441,0.1932653199,0.0593143074,0,1,0
13145,-0.793128851,-1.418154732,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,-0.488284872,4.0362598361,-0.653721383,0.1870431214,0,1,0
13146,-0.454313621,0.3528857994,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,2,0,-0.308703394,-0.233542441,0.9192539223,3.4683793343,0,1,0
13147,0.8207015865,-1.233350502,0,1,0,2,0,0,0,1,1,1,0,1,0,0,1,2,4,-0.422982516,0.7627447568,-0.532723282,0.1282171056,0,1,0
13148,-0.382984099,0.6916935532,1,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,7,-0.520936049,-0.375869184,-0.653721383,0.0043174688,0,1,0
13149,-0.365151718,0.2912843896,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,-0.782145472,-0.375869184,-0.653721383,-0.063846365,0,0,1
13150,-0.231408864,-1.97256742,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,6,1,-0.831122239,-0.091215699,-1.016715684,-0.447099986,0,1,0
13151,0.0093282726,0.8610974301,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,-0.798471061,-0.233542441,0.1932653199,0.0508050246,0,1,0
13152,-0.596972665,0.1834819225,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,-0.161773094,-0.660522669,0.9192539223,-0.30465907,0,0,1
13153,-0.864458373,-0.109124774,0,1,0,2,0,1,1,0,1,1,1,0,0,0,1,0,1,0.7034831182,-0.375869184,0.3142634203,-0.495043077,1,0,0
13154,0.4373054052,1.2461062412,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,5,4,-0.602563994,-0.375869184,1.0402520227,-0.576978513,0,1,0
13155,-0.195744103,-1.418154732,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,2,4,1.9605534636,-0.660522669,-0.774719483,-1.243904752,0,1,0
13156,-0.525643143,-0.447932528,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,3,1,-0.66786635,-0.091215699,-0.895717584,0.3276478239,1,0,0
13157,-0.588056475,-1.418154732,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,5,0,-0.439308105,-0.660522669,-0.653721383,-0.844304352,0,1,0
13158,1.7658177544,0.2758840371,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,-0.863773416,-0.660522669,3.7022102313,0.0025708266,0,1,0
13159,-0.311654577,1.0921027167,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.1647386844,-0.660522669,-0.532723282,-1.241799824,0,0,1
13160,2.1670463163,0.9688998972,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,-0.749494294,-0.375869184,-0.895717584,-0.588466045,0,1,0
13161,1.0168577723,0.2296829798,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,5,0,-0.66786635,-0.660522669,1.0402520227,1.3763721482,0,1,0
13162,1.0436063431,0.6146917909,1,0,0,2,0,0,1,0,0,1,1,1,0,1,1,0,0,-0.06381956,-0.091215699,-0.290727082,0.3063074383,0,0,1
13163,-0.712883139,0.8764977825,1,0,0,2,0,1,0,0,0,0,1,1,0,0,1,1,6,0.1810642733,0.1934377865,-0.774719483,-0.18859693,0,1,0
13164,-0.42756505,-1.679960723,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2.6952049641,-0.660522669,-0.653721383,-0.90810158,0,1,0
13165,-0.75746409,-2.188172354,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0.3606457512,0.3357645291,2.371231127,-0.316795994,0,0,1
13166,1.5874939492,-0.139925479,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,6,0.9973437184,-0.660522669,-0.532723282,-0.256133765,0,1,0
13167,0.089573985,-1.140948388,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,4,0,-0.66786635,1.3320517271,1.6452425246,0.0966655805,0,1,0
13168,-0.588056475,-2.650182927,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,2,0,-0.651540761,-0.660522669,-0.774719483,4.2676025286,0,1,0
13169,-0.543475524,2.0469245684,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,4,1.6013905077,3.0399726381,-0.048730881,0.1671806638,1,0,0
13170,1.7569015642,0.7686953154,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.635215172,0.1934377865,0.4352615207,-0.413757033,0,1,0
13171,1.9263091792,-0.925343454,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,3,3,-0.782145472,-0.091215699,-0.895717584,-0.330254097,0,1,0
13172,-0.543475524,0.2450833323,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1.3401810853,-0.233542441,0.6772577215,0.7666148542,0,1,0
13173,-0.258157435,1.169104479,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,1.225901963,-0.091215699,0.1932653199,-1.25017475,0,1,0
13174,0.8920311086,1.1999051839,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,3,0,0.4585992846,1.1897249845,-0.653721383,-0.845737494,0,1,0
13175,-0.596972665,-1.464355789,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,-0.782145472,-0.091215699,1.2822482234,-0.783485372,1,0,0
13176,0.3213949318,1.2615065936,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,3,4,2.6462281974,-0.091215699,0.6772577215,-0.125583452,0,1,0
13177,-0.391900289,-0.632736757,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,-0.259726627,-0.518195926,0.5562596211,0.2483099578,0,1,0
13178,1.3289244315,-0.40173147,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,7,-0.863773416,-0.375869184,1.1612501231,-0.01146949,1,0,0
13179,-0.213576484,1.9545224537,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,-0.308703394,-0.660522669,-0.169728981,0.5477471424,0,1,0
13180,-0.168995533,0.4144872092,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,-0.635215172,-0.660522669,-0.774719483,-1.100344194,0,1,0
13181,-0.347319338,-0.062923717,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,2,1,1.8136231635,-0.375869184,-0.048730881,-0.95886617,0,1,0
13182,-0.338403148,-0.494133585,0,1,0,2,0,1,1,1,1,1,0,1,0,0,1,1,0,-0.847447827,-0.091215699,-1.016715684,-0.421639316,0,1,0
13183,1.8282310863,0.891898135,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,-0.390331338,-0.518195926,-0.048730881,-0.404195286,0,1,0
13184,-0.222492674,0.0140780456,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,3,1,-0.520936049,-0.091215699,-0.532723282,-0.565222267,0,1,0
13185,1.2932596705,1.5541132901,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1.7483208079,-0.660522669,-1.016715684,0.0652260197,0,1,0
13186,-0.275989816,-0.694338167,0,0,1,2,0,0,1,0,1,1,1,1,0,0,1,4,1,-0.765819883,0.4780912716,-1.016715684,0.2312242136,0,1,0
13187,-0.044168869,1.2769069461,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.537261638,-0.375869184,0.1932653199,-0.862644095,0,1,0
13188,1.6766558518,-1.448955437,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,-0.618889583,-0.091215699,-1.016715684,-0.439307274,0,1,0
13189,1.4002539536,0.4144872092,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2.5319490751,0.9050714994,0.5562596211,-1.260497854,0,1,0
13190,1.2575949094,0.4914889714,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,2,-0.145447505,0.6204180142,0.1932653199,-1.240366682,0,1,0
13191,0.2589816,-0.601936052,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1.0136693073,-0.233542441,1.0402520227,-0.653203773,0,1,0
13192,1.9084767986,0.5068893238,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.5809258418,-0.091215699,1.1612501231,-0.339905415,0,1,0
13193,-0.463229811,0.7686953154,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,-0.765819883,-0.091215699,0.3142634203,1.9104416106,0,1,0
13194,0.7850368255,0.7686953154,0,1,0,2,0,0,1,0,1,0,1,1,0,0,1,4,1,-0.292377805,-0.375869184,-0.774719483,0.0604563427,0,1,0
13195,-0.579140285,-0.093724422,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,5,0,-0.782145472,-0.375869184,0.6772577215,-0.261530441,0,1,0
13196,-0.516726953,0.5530903812,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,-0.602563994,-0.518195926,0.4352615207,-1.156303925,0,1,0
13197,-0.819877422,1.3231080034,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,6,1,-0.471959283,-0.660522669,0.3142634203,0.0049668615,0,1,0
13198,0.767204445,-0.478733233,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,4,2.1891117082,0.3357645291,-0.895717584,0.0306290671,0,1,0
13199,-0.124414581,0.7686953154,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,3,1,-0.586238405,-0.518195926,0.3142634203,1.2211897006,0,1,0
13200,-0.953620276,0.5222896763,1,0,0,2,0,0,1,0,1,1,1,0,0,0,0,1,3,-0.553587227,0.4780912716,-0.532723282,-0.003027386,0,1,0
13201,-0.828793612,1.0921027167,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,5,2,-0.227075449,-0.518195926,-0.653721383,0.4935116607,0,1,0
13202,1.141684436,-0.047523364,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,-0.35768016,-0.518195926,0.1932653199,-1.227602758,0,0,1
13203,-0.739631709,0.2758840371,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,-0.488284872,-0.233542441,0.1932653199,0.1361665672,0,1,0
13204,-0.489978382,-2.927389271,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,2,-0.733168705,-0.518195926,-0.774719483,-0.686501941,0,0,1
13205,-0.40973267,-1.633759666,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,6,0.7524598849,-0.233542441,0.6772577215,0.0248741048,0,0,1
13206,-0.400816479,0.4606882665,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,-0.35768016,-0.518195926,-0.532723282,0.1744135542,0,0,1
13207,-0.472146002,-0.355530413,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,3,0,-0.618889583,-0.518195926,-1.016715684,-0.758674095,1,0,0
13208,0.9098634892,-0.940743806,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,2,1,1.4381346187,1.3320517271,0.4352615207,0.1143783245,0,1,0
13209,0.125238746,-0.494133585,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,-0.471959283,-0.091215699,-0.895717584,0.203031616,0,1,0
13210,-0.08874982,-2.619382223,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5,-0.700517527,-0.660522669,-0.532723282,-0.611665037,0,1,0
13211,-0.293822196,0.5068893238,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,-0.553587227,-0.375869184,1.0402520227,0.6299960789,0,1,0
13212,3.1834920062,2.3549316173,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,3,1,0.0341339732,2.4706656678,-1.016715684,1.3169639183,0,0,1
13213,-0.382984099,-1.110147683,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,-0.66786635,0.6204180142,-0.895717584,0.5365507176,1,0,0
13214,1.4715834757,1.4155101181,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0.1157619177,-0.233542441,-0.774719483,-1.253623249,0,1,0
13215,-0.329486957,-0.694338167,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,5,2,-0.553587227,-0.518195926,-0.774719483,-0.482144795,0,0,1
13216,-0.917955515,0.0910798078,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1.3238554964,4.4632400639,-0.653721383,0.8609559294,0,1,0
13217,-0.07983363,0.1372808651,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,4,0,-0.635215172,-0.660522669,0.5562596211,-1.022417077,0,1,0
13218,2.9605872497,-1.140948388,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,-0.553587227,3.3246261232,0.1932653199,-1.069374883,0,1,0
13219,2.1046329844,-0.216927241,0,0,1,2,0,1,1,0,0,1,0,1,0,0,1,2,0,-0.81479665,1.4743784697,-0.411725182,1.7125783917,0,1,0
13220,-0.213576484,-0.170726184,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,-0.798471061,-0.091215699,1.4032463238,0.2043080084,0,0,1
13221,-0.543475524,0.6762932007,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,2,2,-0.831122239,-0.233542441,-0.895717584,-1.201425517,0,1,0
13222,-0.873374563,1.3539087083,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,-0.618889583,-0.091215699,-0.895717584,-1.277404455,0,1,0
13223,-0.507810763,0.9997006021,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,2,-0.569912816,-0.233542441,-1.016715684,-1.168172135,0,1,0
13224,-0.703966948,0.8610974301,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,-0.831122239,-0.233542441,-0.532723282,-1.066441419,0,1,0
13225,-0.445397431,0.6762932007,1,0,0,2,0,0,1,1,0,1,0,0,0,0,1,3,3,-0.145447505,-0.233542441,0.3142634203,0.1388089234,0,1,0
13226,3.1834920062,1.446310823,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,6,0,-0.145447505,-0.091215699,0.4352615207,0.8079744473,0,1,0
13227,0.9276958697,0.029478398,1,0,0,2,0,0,0,1,1,1,0,1,1,0,1,0,0,-0.782145472,2.6129924103,-0.532723282,0.0733770169,0,0,1
13228,-0.784212661,-0.078324069,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,6,0,-0.700517527,-0.375869184,0.4352615207,0.2312018208,0,1,0
13229,-0.873374563,-0.093724422,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-0.096470738,0.0511110439,0.4352615207,-0.741364422,0,1,0
13230,-0.168995533,-0.909943101,0,0,1,2,0,1,0,0,0,1,1,1,0,0,0,3,0,0.7034831182,-0.375869184,0.9192539223,-0.80578865,0,1,0
13231,-0.855542183,-2.881188214,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,2,0,-0.716843116,-0.660522669,-0.048730881,-0.877423376,0,1,0
13232,-0.472146002,-0.324729708,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,-0.618889583,4.3209133213,-0.653721383,0.0416687419,0,1,0
13233,-0.40973267,-2.434577993,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,2,2,0.1484130955,-0.518195926,-0.290727082,-0.427035993,1,0,0
13234,-0.784212661,0.029478398,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,6,-0.684191938,1.4743784697,0.5562596211,0.2378301042,1,0,0
13235,-0.400816479,1.2307058888,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,6,0,-0.684191938,-0.233542441,-0.048730881,-0.216319278,1,0,0
13236,0.6512939715,2.139326683,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4,0,-0.66786635,-0.091215699,-0.774719483,-0.596146793,0,1,0
13237,-0.614805046,1.1075030692,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,-0.651540761,1.047398242,-0.532723282,5.1160004205,0,1,0
13238,1.27542729,1.7081168146,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,7,-0.520936049,-0.660522669,0.1932653199,-1.253757606,0,1,0
13239,1.6409910907,1.6927164621,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,-0.292377805,-0.233542441,0.5562596211,-0.984461197,0,0,1
13240,-0.213576484,0.2604836847,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,0.0831107399,-0.091215699,-1.016715684,0.0196117851,0,1,0
13241,-0.855542183,0.1988822749,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,2,2,-0.145447505,-0.091215699,0.5562596211,0.167606128,0,0,1
13242,-0.097666011,1.5233125852,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,2,-0.651540761,-0.233542441,-0.653721383,0.3875710894,0,1,0
13243,0.1074063655,1.0767023643,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1.7646463968,3.751606351,-0.653721383,0.071137732,0,0,1
13244,-0.391900289,0.9380991923,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,3,-0.66786635,-0.233542441,-0.532723282,0.4688571333,0,1,0
13245,-0.267073626,-1.325752617,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,-0.145447505,-0.518195926,0.4352615207,0.236083462,0,1,0
13246,-0.944704086,-0.571135347,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.553587227,0.6204180142,-1.016715684,-0.284192005,0,1,0
13247,-0.329486957,-0.078324069,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,2,-0.243401038,-0.375869184,1.2822482234,0.4488379258,0,1,0
13248,-0.730715519,0.3836865043,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,-0.553587227,-0.660522669,0.5562596211,-0.251072981,0,0,1
13249,-0.534559333,-0.617336405,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,-0.390331338,6.3134877174,0.4352615207,0.2170719327,0,1,0
13250,-0.837709802,0.4144872092,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,2,0,-0.569912816,-0.518195926,-0.048730881,-1.153303283,0,0,1
13251,-0.168995533,-1.387354027,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,6,0,-0.81479665,-0.091215699,-1.016715684,-0.119694132,1,0,0
13252,-0.07983363,0.753294963,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,2,0,-0.243401038,-0.660522669,-1.016715684,0.2499670287,0,1,0
13253,-0.632637426,-1.741562133,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,2,-0.145447505,-0.375869184,-0.895717584,-0.347787698,0,0,1
13254,-0.347319338,0.306684742,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,-0.161773094,-0.660522669,-0.532723282,0.0260385329,0,1,0
13255,-0.186827913,0.5530903812,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.798471061,3.4669528658,0.1932653199,0.2186394322,0,1,0
13256,-0.695050758,0.7070939056,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,2,0.5239016403,-0.091215699,-0.532723282,-0.995993515,1,0,0
13257,-0.463229811,-0.370930766,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,3,6,-0.765819883,-0.660522669,-0.532723282,-0.083104216,0,1,0
13258,1.1595168165,-1.27955156,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,-0.765819883,-0.375869184,-0.895717584,0.1904692274,0,0,1
13259,-0.570224094,0.7378946105,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,3,0,-0.390331338,-0.091215699,-1.016715684,0.0195446066,0,1,0
13260,-0.445397431,0.1064801603,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,3.0217167422,0.1934377865,-0.774719483,-1.071502203,0,0,1
13261,1.1506006263,-0.232327594,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,4,-0.847447827,-0.091215699,-0.532723282,0.0918063321,0,1,0
13262,-0.579140285,0.6454924958,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,-0.096470738,-0.375869184,-0.774719483,-0.083753609,0,1,0
13263,-0.828793612,1.0459016594,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,5,0,2.3360420083,-0.233542441,-0.532723282,-0.745932563,1,0,0
13264,-0.739631709,-0.062923717,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,-0.112796327,2.6129924103,-0.653721383,-0.13570502,0,1,0
13265,0.0182444629,0.0910798078,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,2,0,-0.635215172,-0.091215699,2.0082368258,-0.079700503,0,1,0
13266,-0.42756505,0.0602791029,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2.7931584975,-0.091215699,-0.774719483,-0.45090677,0,1,0
13267,-0.151163152,0.5222896763,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,-0.66786635,-0.660522669,-1.016715684,-0.540634918,0,1,0
13268,3.3261510504,0.891898135,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,-0.700517527,-0.233542441,0.0722672195,0.1359426387,0,1,0
13269,-0.525643143,0.4144872092,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,-0.308703394,0.0511110439,0.6772577215,-0.588622795,0,1,0
13270,-0.855542183,0.1218805127,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,2,0,0.8504134183,0.0511110439,0.3142634203,0.7604120348,0,1,0
13271,3.005168201,-0.5865357,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,4,0,-0.602563994,-0.660522669,-1.016715684,0.269135308,0,1,0
13272,1.7301529934,0.0448787505,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,2.1401349415,-0.660522669,0.6772577215,-1.248114608,0,0,1
13273,-0.382984099,0.1526812176,0,1,0,2,0,0,0,1,1,1,1,1,0,0,0,4,0,0.572878407,-0.091215699,-1.016715684,0.7495515028,0,1,0
13274,0.5264673079,0.8610974301,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,-0.471959283,-0.091215699,-0.653721383,0.1100117189,0,1,0
13275,-0.177911723,0.4298875616,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,-0.684191938,-0.518195926,-0.895717584,0.1122733967,0,1,0
13276,-0.917955515,0.2296829798,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,-0.292377805,-0.375869184,-0.048730881,0.1543719539,1,0,0
