advisor,advisor_event_indicator,sf_face_2_face,sf_call_outbound,sf_call_inbound,sf_email_inbound,channel_bank,channel_wirehouse,channel_ria,primary_prod_sold_fixed,primary_prod_sold_va,sf_email_campaigns,advisor_hh_children,annuity_mkt_opp,advisor_advising_years,advisor_aum,advisor_annuity_selling_years,advisor_age,advisor_net_worth,advisor_credit_hist_mos,advisor_firm_changes,advisor_credit_score,wholesaler,region_ca,region_ny,region_fl,region_tx,region_ne,region_so,region_mw,region_we,sf_email_responses,analytic_partition
4568,0,0,0,0,0,0,1,0,0,1,1,0,-0.579655384,0.605606518,0.105633543,-0.437773655,-0.943904203,0.9150773477,0.9058554272,0,0.9592090817,7,0,0,0,0,1,0,0,0,5,2
4569,0,1,1,0,0,1,0,0,0,1,1,3,3.5667270665,-0.522241794,-0.435818083,-0.437773655,-0.286263044,0.4862248059,0.7590666869,5,0.9128804365,1,0,0,0,0,1,0,0,0,2,1
4570,0,1,1,1,0,1,0,0,0,1,2,6,-0.487168495,0.0416823622,-0.345452241,2.123359744,0.831726926,-0.07938053,-0.317384075,5,0.9476269204,9,0,0,0,1,0,0,0,0,5,1
4571,0,1,0,1,1,1,0,0,1,0,3,4,-0.710692688,0.7935812367,-0.68265491,-0.437773655,-1.47001713,0.3459174224,-0.317384075,4,-0.500143242,3,0,0,0,1,0,0,0,0,0,1
4572,0,0,1,0,0,1,0,0,0,1,4,4,-0.45879985,-0.428254434,-0.493593913,-0.136463844,0.9632551577,-0.417624006,-0.317384075,4,0.4264296621,24,0,0,0,0,1,0,0,0,0,2
4573,0,0,1,1,0,1,0,0,0,1,1,6,3.5257646035,-0.804203872,-0.470584276,-0.437773655,1.5551322006,-0.801231957,1.0526441675,1,0.0094718554,21,1,0,0,0,0,0,0,0,5,0
4574,0,0,0,1,1,1,0,0,0,1,3,1,-0.672912475,-0.898191231,-0.683123249,0.1648459679,-0.088970696,-0.170163429,0.269770886,4,0.7854766623,6,0,0,1,0,0,0,0,0,0,1
4575,0,1,1,0,0,0,1,0,1,0,3,3,0.1315036997,1.0755433146,2.7587876585,0.3155008738,-0.35202716,0.3818229732,1.1994329078,4,1.283509598,4,0,0,0,1,0,0,0,0,3,2
4576,0,0,0,0,0,1,0,0,1,0,5,2,-0.583450579,-0.052304997,-0.654065429,-0.437773655,0.5686704625,2.1730364118,-0.268454495,4,-0.083185435,22,0,0,0,0,1,0,0,0,4,2
4577,0,0,0,0,1,1,0,0,0,1,2,2,-0.684060988,-0.804203872,0.2297674102,-0.437773655,-1.404253014,-0.899112047,0.7101371068,6,0.4959226299,4,1,0,0,0,0,0,0,0,0,1
4578,0,0,1,1,0,1,0,0,0,1,2,2,-0.163710938,2.3913663449,1.953478112,-0.437773655,-0.680847739,-0.47509087,0.9058554272,5,-0.893936726,7,1,0,0,0,0,0,0,0,0,2
4579,0,0,1,1,1,0,1,0,0,1,1,4,-0.010306717,1.6394674704,0.1727437891,-0.437773655,-0.746611855,-0.321098616,0.5144187865,5,-0.12951408,6,1,0,0,0,0,0,0,0,3,2
4580,0,0,1,1,0,1,0,0,0,1,3,6,1.1899460456,-0.522241794,-0.63228836,0.0141910621,2.0154810117,0.1011902234,-0.023806595,5,-0.824443758,4,0,0,0,1,0,0,0,0,0,2
4581,0,0,0,1,0,1,0,0,1,0,0,6,-0.430683346,0.3236444401,0.2546869268,-0.437773655,-0.943904203,3.8393416922,0.8569258471,3,0.8781339526,21,0,0,0,0,0,1,0,0,3,1
4582,0,0,0,1,0,1,0,0,0,1,0,2,-0.705460118,0.5116191587,-0.473612992,-0.136463844,-1.206960666,-0.507016239,0.807996267,6,0.5306691137,12,0,0,0,1,0,0,0,0,2,1
4583,0,0,1,1,0,1,0,0,0,1,4,5,0.0492941855,0.2296570808,-0.482711158,-0.437773655,-0.483555392,-0.149788977,1.1994329078,4,0.4264296621,1,0,0,0,0,1,0,0,0,0,1
4584,0,1,1,1,0,1,0,0,0,1,4,1,1.3795738193,-0.710216512,-0.388133502,-0.437773655,2.0154810117,0.1971041997,-0.513102396,5,1.1213593398,8,0,1,0,0,0,0,0,0,2,1
4585,0,1,0,1,0,1,0,0,0,1,4,4,0.1283308487,0.4176317994,-0.51263677,-0.437773655,1.4893680847,0.1462609808,0.807996267,6,0.8897161139,3,0,1,0,0,0,0,0,0,1,1
4586,0,1,1,1,0,1,0,0,0,1,2,2,-0.093982883,-0.146292356,-0.229106301,-0.437773655,1.6866604323,0.519079284,1.1015737476,5,0.6696550493,24,0,0,0,1,0,0,0,0,2,2
4587,0,1,0,0,1,0,0,1,0,1,3,3,-0.639789611,-0.710216512,-0.180337096,0.0141910621,-0.02320658,0.9468228898,1.1015737476,6,1.0518663721,11,0,0,0,0,1,0,0,0,2,2
4588,0,1,1,1,1,1,0,0,0,1,3,0,-0.313781671,-0.334267075,0.347299686,-0.437773655,-1.14119655,0.4372338098,0.9547850073,3,0.1947864362,3,0,0,0,0,0,1,0,0,1,2
4589,0,0,0,0,0,1,0,0,1,0,1,2,-0.71648197,-0.710216512,-0.032926366,-0.437773655,1.6866604323,0.2117721268,-0.415243235,4,1.1445236624,18,0,0,1,0,0,0,0,0,1,2
4590,0,0,1,1,0,1,0,0,0,1,3,0,-0.646363255,-0.240279716,-0.159571603,-0.437773655,1.5551322006,0.067148884,0.6612075268,4,1.2024344689,13,0,0,1,0,0,0,0,0,4,2
4591,0,1,0,0,1,1,0,0,0,1,2,0,-0.672582708,-0.428254434,1.5975095213,2.123359744,0.3713781148,-0.509653709,0.9058554272,3,0.4380118234,21,1,0,0,0,0,0,0,0,0,2
4592,0,0,0,0,1,1,0,0,0,1,1,1,-0.689445887,0.3236444401,2.6604443351,-0.437773655,0.1083216513,-0.780132201,1.1994329078,5,-0.03685679,11,1,0,0,0,0,0,0,0,2,2
4593,0,1,0,1,1,1,0,0,1,0,2,4,0.1240022853,-0.052304997,0.044211789,-0.437773655,0.1740857672,-0.526821237,0.5633483666,6,0.6001620815,25,0,0,0,0,1,0,0,0,4,2
4594,0,0,1,1,0,1,0,0,1,0,7,2,0.1355280478,-0.240279716,-0.055966517,4.6844931434,1.3578398529,0.3903348066,0.8569258471,4,0.1716221136,14,0,0,0,1,0,0,0,0,0,2
4595,0,1,1,1,1,1,0,0,0,1,6,1,-0.421849741,0.0416823622,-0.676997856,0.1648459679,-1.338488898,0.2506927847,-0.170595335,3,0.1021291458,22,0,0,0,0,0,1,0,0,5,1
4596,0,0,1,0,1,1,0,0,0,1,4,3,3.5704664682,-0.428254434,-0.66240214,4.9858029551,-0.088970696,-0.37620974,0.9058554272,5,-2.144810146,2,0,0,0,0,1,0,0,0,4,1
4597,0,0,0,0,0,1,0,0,0,1,4,0,2.3502000223,-0.146292356,-0.00495733,-0.437773655,-1.338488898,-0.637780778,-0.659891136,5,0.7970588235,9,0,0,0,0,0,0,1,0,1,2
4598,0,0,1,1,1,1,0,0,0,1,2,2,0.429619451,-0.804203872,-0.255239893,-0.437773655,1.3578398529,4.3601040521,0.4654892064,4,0.2411150814,10,0,0,0,0,1,0,0,0,5,1
4599,0,0,1,0,1,1,0,0,0,1,1,6,-0.666604631,-0.804203872,-0.404161975,-0.437773655,-0.680847739,0.513876276,0.807996267,6,-0.12951408,16,1,0,0,0,0,0,0,0,3,2
4600,0,0,1,1,0,1,0,0,1,0,3,4,-0.433993585,-0.710216512,-0.285168741,-0.437773655,0.2398498831,4.6536783852,0.269770886,3,-0.22217137,4,0,0,1,0,0,0,0,0,3,2
4601,0,1,1,0,1,1,0,0,1,0,6,6,-0.406425297,-0.616229153,3.4864819263,-0.437773655,1.6208963164,-0.353419606,1.0526441675,5,0.9939555656,4,0,1,0,0,0,0,0,0,4,2
4602,0,0,1,0,0,1,0,0,0,1,2,4,-0.237046059,-0.240279716,-0.678367274,-0.437773655,-1.206960666,1.5591833668,0.4165596263,5,0.7275658558,9,0,0,0,1,0,0,0,0,0,1
4603,0,0,0,0,0,0,0,1,0,1,3,6,0.0269553277,-0.710216512,-0.189925794,-0.437773655,-1.47001713,0.3646914099,1.1505033277,6,1.4919885013,3,0,0,0,0,0,0,1,0,4,2
4604,0,0,1,1,1,0,1,0,1,0,4,6,-0.706429832,-0.99217859,-0.07588225,-0.437773655,-0.615083623,-0.462658797,1.1505033277,6,0.1600399523,12,0,0,0,0,0,1,0,0,7,1
4605,0,1,1,1,1,0,1,0,1,0,1,2,-0.660881326,-0.99217859,-0.375744017,5.136457861,-0.680847739,-0.416664926,0.6612075268,3,0.7970588235,14,0,0,1,0,0,0,0,0,0,2
4606,0,0,0,1,0,1,0,0,1,0,3,4,-0.385217588,-0.052304997,-0.336802996,5.2871127668,-0.615083623,0.2877552255,0.1229821457,3,-0.083185435,19,0,0,0,0,1,0,0,0,2,2
4607,0,0,1,1,0,1,0,0,0,1,4,3,-0.702070519,-0.898191231,0.106297447,-0.437773655,-1.47001713,0.4786240984,-2.421356019,3,1.2255987915,18,0,1,0,0,0,0,0,0,0,2
4608,0,1,1,0,0,0,1,0,0,1,0,1,-0.220172179,-0.898191231,0.1845960475,0.0141910621,-1.206960666,-0.308696515,0.4654892064,5,0.9360447591,24,0,0,0,0,0,0,1,0,0,1
4609,0,0,1,1,0,1,0,0,0,1,3,5,-0.478621189,0.5116191587,-0.195445074,0.1648459679,-1.206960666,-0.388929536,0.6612075268,6,0.3801010169,10,1,0,0,0,0,0,0,0,2,2
4610,0,1,1,1,0,0,0,1,0,1,2,2,0.1972920266,-0.146292356,-0.080357592,-0.437773655,-1.206960666,0.8556203931,0.9058554272,5,-0.592800532,23,0,0,1,0,0,0,0,0,3,2
4611,0,1,1,1,0,1,0,0,0,1,7,4,-0.676003951,-0.522241794,0.1326057989,-0.28711875,1.7524245482,0.0237385337,0.7590666869,4,1.0634485333,8,0,0,0,0,0,0,0,1,0,2
4612,0,0,0,1,0,0,1,0,0,1,7,2,1.5906061975,-0.428254434,-0.480884497,0.4661557796,-1.338488898,0.4150431005,-1.051327777,4,-1.229819403,4,0,0,0,1,0,0,0,0,5,2
4613,0,0,1,0,0,1,0,0,1,0,0,0,-0.138689773,-0.146292356,-0.17582107,-0.136463844,0.2398498831,0.461996052,-1.100257357,2,-1.195072919,12,0,0,1,0,0,0,0,0,0,2
4614,0,0,0,0,0,0,1,0,0,1,3,4,2.1406661844,0.5116191587,-0.680769534,-0.437773655,0.1740857672,1.6429350121,0.9058554272,6,0.0558005006,6,0,0,0,0,1,0,0,0,3,1
4615,0,0,1,1,0,1,0,0,0,1,2,0,-0.031311631,0.1356697215,-0.401759715,-0.437773655,0.1083216513,0.0268015948,1.0037145874,6,0.6001620815,15,1,0,0,0,0,0,0,0,6,0
4616,0,1,1,1,0,1,0,0,1,0,4,2,0.5652981225,-0.522241794,2.1364715075,-0.437773655,1.2920757371,-0.216870616,-1.002398197,4,-2.758664694,2,0,0,0,0,0,1,0,0,3,2
4617,0,0,1,1,0,1,0,0,0,1,3,2,-0.102340737,-0.522241794,-0.612352285,0.3155008738,-1.075432434,0.1686075406,0.269770886,6,-1.252983726,13,0,0,0,1,0,0,0,0,4,1
4618,0,0,1,1,0,1,0,0,0,1,4,7,-0.725645243,-0.710216512,2.0027752959,4.8351480493,0.1740857672,2.6412352032,0.6612075268,5,0.6696550493,22,0,0,0,0,1,0,0,0,1,2
4619,0,1,0,0,0,1,0,0,0,1,4,4,-0.452708656,-0.804203872,-0.560022224,-0.437773655,-0.02320658,0.2901589193,0.5144187865,5,0.7623123397,8,0,1,0,0,0,0,0,0,3,1
4620,0,0,1,1,0,1,0,0,0,1,4,4,0.1798102944,-0.240279716,-0.436721473,0.1648459679,-0.154734812,0.1195146423,0.6122779467,4,-2.237467436,21,0,0,0,0,1,0,0,0,6,2
4621,0,0,0,1,0,1,0,0,0,1,7,4,1.9433928612,-0.240279716,-0.631646648,-0.437773655,0.1740857672,-0.67216379,1.1015737476,5,0.5538334363,6,0,0,0,0,1,0,0,0,2,1
4622,0,0,0,1,1,1,0,0,0,1,2,0,0.8202683891,-0.616229153,0.2273975133,0.3155008738,-0.220498928,0.4367362872,-3.302088461,4,0.3221902104,19,0,1,0,0,0,0,0,0,2,2
4623,0,0,1,1,1,1,0,0,0,1,4,3,-0.649865801,-0.146292356,-0.08313665,-0.437773655,-0.878140087,0.2716127133,1.1015737476,5,0.5538334363,1,1,0,0,0,0,0,0,0,5,2
4624,0,1,0,1,0,0,1,0,0,1,4,4,-0.523704614,-0.99217859,0.1590764283,-0.437773655,-0.286263044,0.3422669249,0.4165596263,3,-0.187424887,19,0,0,0,0,0,1,0,0,2,2
4625,0,1,0,1,0,0,0,1,1,0,4,6,-0.23080225,-0.240279716,0.1038614371,-0.437773655,-0.812375971,0.2934317792,-0.806679876,4,-0.002110306,12,0,0,0,1,0,0,0,0,1,1
4626,0,0,0,1,0,1,0,0,0,1,4,2,0.7796158997,-0.334267075,-0.682118609,0.1648459679,-0.088970696,0.3031304739,1.0037145874,5,-1.032922661,23,0,0,0,0,1,0,0,0,4,1
4627,0,0,1,0,1,1,0,0,1,0,4,2,-0.651568494,-0.428254434,-0.574316041,-0.437773655,-1.404253014,-0.321044668,0.9547850073,6,-0.12951408,20,1,0,0,0,0,0,0,0,5,2
4628,0,0,1,1,0,1,0,0,0,1,5,0,-0.671674274,-0.804203872,-0.599153725,0.3155008738,-0.746611855,1.7272141514,0.0251229855,4,0.0210540167,22,0,0,0,0,1,0,0,0,2,2
4629,0,0,1,1,0,1,0,0,1,0,2,4,0.1157416232,-0.522241794,-0.111667878,2.5753244615,0.7659628101,-0.645327538,0.4165596263,6,1.4572420174,2,0,0,0,1,0,0,0,0,1,2
4630,0,0,0,1,1,1,0,0,0,1,4,3,-0.664839278,-0.146292356,-0.354359928,-0.437773655,-1.075432434,0.3843405577,0.1719117258,4,-1.125579952,10,0,0,0,0,1,0,0,0,0,1
4631,0,1,0,1,0,1,0,0,1,0,2,3,2.0740604198,0.3236444401,0.197871816,-0.437773655,-1.404253014,0.349663828,0.269770886,0,-1.125579952,17,0,0,0,0,0,0,0,1,2,2
4632,0,1,0,0,1,0,0,1,0,1,0,0,-0.480799619,-0.898191231,0.001871265,-0.136463844,-0.943904203,-0.246703993,-0.072736175,4,-0.12951408,9,0,1,0,0,0,0,0,0,5,2
4633,0,0,0,1,0,0,1,0,0,1,2,1,-0.705459129,0.1356697215,-0.673781898,-0.437773655,0.4371422307,4.325780983,0.6612075268,5,0.6001620815,14,0,0,1,0,0,0,0,0,1,2
4634,0,0,1,1,1,0,1,0,0,1,2,1,-0.172331409,0.0416823622,-0.666400358,-0.28711875,1.6208963164,0.1934357194,0.7590666869,5,-0.152678403,2,0,0,0,0,1,0,0,0,5,1
4635,0,0,0,0,1,1,0,0,1,0,5,2,0.2191901304,-0.428254434,0.0151151327,-0.437773655,-0.154734812,0.9177328,1.1505033277,4,-1.47304479,23,0,0,0,1,0,0,0,0,2,2
4636,0,1,1,1,0,1,0,0,1,0,4,0,-0.245245898,-0.804203872,3.6205799015,-0.437773655,-0.154734812,1.4328066177,0.3187004661,3,0.7044015332,5,0,0,1,0,0,0,0,0,0,2
4637,0,1,1,1,0,1,0,0,0,1,6,1,-0.236704414,-0.616229153,-0.385969341,0.9181204972,0.1083216513,0.5272134798,0.6122779467,6,0.1021291458,18,0,0,0,0,1,0,0,0,0,2
4638,0,0,0,0,0,1,0,0,0,1,6,5,-0.638616156,0.2296570808,-0.138318353,-0.437773655,-1.075432434,0.3600158958,0.6122779467,4,0.6812372106,14,0,0,0,0,0,1,0,0,2,1
4639,0,1,0,1,1,0,1,0,0,1,6,2,0.1344730622,-0.898191231,-0.525945826,-0.437773655,0.4371422307,-0.405197928,1.0037145874,5,0.1368756297,24,1,0,0,0,0,0,0,0,1,2
4640,0,0,1,0,0,1,0,0,1,0,6,3,-0.715111225,-0.428254434,-0.081259595,-0.136463844,1.2263116212,-0.086130054,0.3676300462,3,0.542251275,15,0,1,0,0,0,0,0,0,0,2
4641,0,1,1,1,1,0,1,0,0,1,7,7,-0.185165712,-0.334267075,-0.614796616,0.1648459679,-0.02320658,-0.427100913,0.3676300462,4,-0.002110306,15,0,0,0,1,0,0,0,0,0,2
4642,0,0,0,0,0,1,0,0,1,0,3,2,2.8346654912,0.4176317994,-0.47115479,0.9181204972,1.0290192736,-0.630569697,0.3676300462,5,0.0210540167,24,0,0,0,0,1,0,0,0,2,2
4643,0,1,0,0,0,1,0,0,0,1,2,6,0.0332339198,-0.804203872,0.0440194603,3.6299088025,-1.47001713,0.3848081092,-0.170595335,5,1.1213593398,18,0,0,0,1,0,0,0,0,3,1
4644,0,1,0,0,0,1,0,0,0,1,0,5,0.0778962831,-0.804203872,-0.107364985,-0.437773655,-0.680847739,-0.317454113,0.3187004661,5,-0.117931919,17,0,0,0,0,1,0,0,0,2,2
4645,0,0,0,0,1,0,0,1,1,0,3,6,3.5120710416,-0.616229153,-0.088442334,0.0141910621,-1.009668319,0.6736889454,0.7101371068,6,1.1213593398,9,0,1,0,0,0,0,0,0,1,2
4646,0,0,1,0,1,0,0,1,0,1,3,3,-0.572908159,-0.898191231,-0.361340167,0.1648459679,1.2263116212,-0.784028463,-0.855609456,4,0.6233264041,5,0,1,0,0,0,0,0,0,3,2
4647,0,0,0,0,1,0,1,0,0,1,4,3,-0.459521853,1.0755433146,-0.43744548,-0.437773655,-0.088970696,0.9367105919,0.6612075268,4,0.7044015332,4,1,0,0,0,0,0,0,0,3,2
4648,0,1,0,0,1,0,1,0,0,1,7,2,-0.723027849,-0.898191231,0.8258820071,-0.437773655,-0.417791276,-0.777147065,0.3676300462,4,0.4843404686,5,0,1,0,0,0,0,0,0,3,2
4649,0,0,0,1,0,1,0,0,0,1,5,6,1.2522749778,0.0416823622,1.7048224837,-0.437773655,-1.009668319,-0.129426514,0.807996267,6,0.7507301784,18,0,0,0,1,0,0,0,0,3,1
4650,0,1,1,1,1,1,0,0,1,0,3,7,0.0206704367,0.0416823622,0.0359846499,-0.437773655,-0.286263044,-0.044937576,0.0740525656,4,0.4032653395,14,0,0,1,0,0,0,0,0,3,1
4651,0,0,0,0,1,1,0,0,0,1,2,6,-0.619502282,0.5116191587,-0.490121362,-0.437773655,-0.615083623,-0.614115484,-2.029919379,2,0.4148475008,18,1,0,0,0,0,0,0,0,3,2
4652,0,0,1,0,1,1,0,0,1,0,0,7,0.1580648892,-0.146292356,-0.510874835,-0.437773655,-0.220498928,0.981967171,0.4654892064,0,0.9939555656,6,0,1,0,0,0,0,0,0,0,2
4653,0,1,1,0,1,1,0,0,1,0,7,0,-0.649625533,-0.146292356,-0.526735945,-0.437773655,-0.680847739,0.755834132,1.0526441675,5,0.1021291458,22,0,0,1,0,0,0,0,0,0,2
4654,0,1,0,1,1,1,0,0,0,1,5,4,-0.695393475,0.0416823622,-0.546532398,-0.136463844,-0.220498928,-0.330173909,-0.415243235,4,0.8781339526,14,0,0,1,0,0,0,0,0,0,2
4655,0,1,0,0,0,0,1,0,1,0,4,0,-0.678618022,-0.052304997,1.0717826187,-0.437773655,-1.14119655,3.3923385648,0.5144187865,6,-0.430650274,9,0,0,1,0,0,0,0,0,1,2
4656,0,1,0,1,0,1,0,0,1,0,2,3,4.0281886503,-0.522241794,-0.21435894,-0.437773655,1.6208963164,-0.776847352,-0.708820716,6,0.0442183393,17,0,0,1,0,0,0,0,0,3,2
4657,0,0,1,1,0,1,0,0,0,1,1,7,-0.348276538,0.2296570808,-0.647952981,-0.437773655,-1.075432434,1.0764485218,-0.415243235,0,0.032636178,5,0,0,0,1,0,0,0,0,1,2
4658,0,0,0,1,0,1,0,0,0,1,4,5,-0.679214604,-0.334267075,-0.451895101,0.3155008738,-0.088970696,0.7348123012,0.0740525656,5,0.2874437265,19,1,0,0,0,0,0,0,0,1,2
4659,0,1,1,1,0,1,0,0,0,1,2,1,3.9858448558,-0.804203872,-0.64489144,-0.437773655,1.6866604323,0.7361190475,-0.513102396,5,-2.886068468,1,1,0,0,0,0,0,0,0,2,1
4660,0,1,0,1,0,1,0,0,1,0,6,2,0.1590145281,-0.804203872,-0.371292254,1.068775403,-0.878140087,-0.212686631,1.0037145874,2,0.4843404686,12,0,0,0,0,1,0,0,0,5,2
4661,0,0,1,1,0,0,0,1,1,0,3,4,-0.673718742,-0.710216512,-0.632077076,-0.437773655,-0.088970696,-0.485580805,0.6122779467,6,1.5035706626,15,0,0,1,0,0,0,0,0,2,2
4662,0,1,1,0,0,0,0,1,0,1,0,3,-0.713773098,-0.898191231,0.7819959182,0.0141910621,0.2398498831,-0.253873115,-1.002398197,6,0.2874437265,18,1,0,0,0,0,0,0,0,2,1
4663,0,0,0,1,1,1,0,0,0,1,6,4,0.5880212183,0.0416823622,3.7364940269,-0.437773655,2.4100657069,1.6058605828,0.269770886,6,0.032636178,2,0,0,0,0,1,0,0,0,0,0
4664,0,1,0,0,1,0,1,0,0,1,4,1,-0.060320068,6.1508607172,-0.290740264,-0.437773655,-0.220498928,1.2038982415,0.6612075268,4,0.7391480171,7,0,0,0,0,1,0,0,0,0,2
4665,0,0,1,1,1,1,0,0,0,1,2,4,-0.029952649,1.0755433146,-0.449273698,-0.437773655,-0.615083623,1.3291660546,0.1719117258,3,1.2603452754,15,0,0,0,0,0,0,0,1,2,2
4666,0,0,0,0,1,1,0,0,1,0,3,7,-0.048386349,-0.334267075,-0.068657902,-0.136463844,-0.088970696,-0.42022551,0.6612075268,4,1.4572420174,15,0,0,0,1,0,0,0,0,2,1
4667,0,1,0,1,1,1,0,0,0,1,2,6,3.2209188298,-0.710216512,-0.602142218,-0.437773655,-0.549319507,-0.067278141,0.6612075268,4,-0.291664338,22,0,0,1,0,0,0,0,0,2,2
4668,0,0,1,1,1,1,0,0,0,1,7,1,-0.598914717,-0.146292356,-0.551756712,-0.437773655,-0.615083623,0.021916282,-1.687412318,5,-0.12951408,10,1,0,0,0,0,0,0,0,4,1
4669,0,1,1,0,0,1,0,0,1,0,3,6,-0.546669057,-0.898191231,-0.57855467,-0.28711875,-0.680847739,0.3132367775,0.4165596263,6,0.0558005006,9,0,0,0,0,0,0,1,0,3,1
4670,0,0,0,0,1,1,0,0,0,1,2,4,-0.337132357,-0.428254434,-0.613553415,-0.437773655,1.2920757371,-0.913426313,-0.170595335,4,0.8897161139,9,0,0,0,0,1,0,0,0,3,2
4671,0,1,1,1,0,1,0,0,1,0,0,5,0.1219026243,-0.616229153,0.1631037735,3.0272891791,0.1740857672,0.2658402516,1.1015737476,6,1.0981950172,10,0,0,1,0,0,0,0,0,0,0
4672,0,1,0,1,0,0,1,0,0,1,6,4,-0.530038361,0.0416823622,-0.264822117,-0.28711875,0.8974910418,-0.357987223,0.5633483666,4,0.2063685975,15,0,0,0,0,0,0,1,0,0,2
4673,0,1,1,1,0,1,0,0,0,1,1,7,1.0896157355,-0.334267075,-0.22528423,-0.136463844,-0.483555392,0.3417873849,0.5633483666,6,0.6464907267,20,0,0,0,0,0,1,0,0,5,2
4674,0,1,0,0,1,1,0,0,1,0,4,0,-0.60463438,0.0416823622,0.2104693482,-0.437773655,2.4100657069,2.8503985236,-0.708820716,4,-0.002110306,8,0,1,0,0,0,0,0,0,1,2
4675,0,0,1,0,1,1,0,0,0,1,6,2,-0.309646383,1.0755433146,-0.599416328,0.0141910621,0.831726926,-0.336419916,0.3187004661,4,-0.094767596,12,0,0,0,0,0,1,0,0,3,2
4676,0,1,1,0,1,1,0,0,0,1,0,0,3.5881887052,-0.334267075,2.4730426355,-0.437773655,2.0812451276,-0.201375483,-0.757750296,5,0.3916831782,20,1,0,0,0,0,0,0,0,1,1
4677,0,0,0,1,1,1,0,0,0,1,4,2,2.2531517246,-0.616229153,-0.684154242,-0.437773655,-0.02320658,-0.77870557,1.1505033277,3,0.6117442428,16,0,0,0,1,0,0,0,0,1,2
4678,0,1,1,0,1,1,0,0,0,1,1,0,-0.525790873,-0.616229153,0.1682162042,-0.437773655,-0.286263044,0.5985090759,0.269770886,4,-1.125579952,19,0,0,0,0,0,0,1,0,2,0
4679,0,0,0,1,1,1,0,0,0,1,4,7,1.4353899854,-0.616229153,-0.25978181,-0.437773655,-1.47001713,4.6554107231,0.807996267,1,-0.002110306,19,1,0,0,0,0,0,0,0,2,2
4680,0,1,1,0,0,1,0,0,0,1,1,6,-0.681104332,-0.052304997,0.1348735212,-0.136463844,1.7524245482,-0.036102053,0.1229821457,0,-2.075317178,15,1,0,0,0,0,0,0,0,0,2
4681,0,0,1,1,0,1,0,0,0,1,2,5,-0.685235401,1.0755433146,-0.48957489,-0.437773655,1.1605475053,1.5199270309,-2.176708119,0,0.2874437265,10,1,0,0,0,0,0,0,0,3,0
4682,0,1,1,1,0,1,0,0,0,1,1,0,-0.615262991,-0.710216512,-0.565403268,-0.437773655,-0.154734812,0.1495698061,-2.127778539,4,0.4959226299,4,0,0,1,0,0,0,0,0,5,1
4683,0,1,0,0,1,1,0,0,0,1,1,0,-0.057236384,-0.898191231,-0.017301968,0.3155008738,-0.088970696,-0.913750003,1.1015737476,5,0.8202231461,21,0,0,0,0,0,0,1,0,1,0
4684,0,0,1,0,1,0,1,0,0,1,3,3,-0.65625429,-0.052304997,-0.536235875,2.123359744,-0.680847739,-0.519448311,0.3187004661,6,0.9012982752,20,0,0,0,0,1,0,0,0,0,2
4685,0,0,0,1,0,0,0,1,0,1,7,0,-0.64603427,-0.240279716,-0.491522681,-0.437773655,-0.943904203,0.2109629032,0.807996267,4,1.48040634,10,0,0,1,0,0,0,0,0,3,2
4686,0,1,0,1,0,1,0,0,0,1,4,4,1.4824974313,-0.522241794,-0.645757844,-0.437773655,0.0425575355,1.7004438359,0.5633483666,2,-0.569636209,7,1,0,0,0,0,0,0,0,2,2
4687,0,1,1,1,0,1,0,0,0,1,0,3,0.0219733166,-0.710216512,-0.397665795,4.5338382376,0.8974910418,-0.322381385,-0.610961556,5,0.4264296621,14,1,0,0,0,0,0,0,0,0,0
4688,0,0,1,0,0,1,0,0,0,1,4,7,-0.571037112,0.7935812367,-0.547714572,-0.437773655,-0.615083623,0.2725897759,0.7590666869,4,-0.801279435,24,0,0,0,0,0,1,0,0,0,2
4689,0,0,1,0,1,0,1,0,0,1,2,3,-0.711646941,-0.146292356,0.0710527437,-0.437773655,1.4236039688,-0.798312758,0.6122779467,6,0.1252934684,23,0,0,0,1,0,0,0,0,2,2
4690,0,0,1,0,0,1,0,0,1,0,5,2,-0.668034757,-0.710216512,-0.388173724,0.3155008738,-0.549319507,-0.701595552,0.4165596263,1,0.2526972427,5,1,0,0,0,0,0,0,0,2,2
4691,0,0,1,1,0,1,0,0,1,0,5,6,0.0554533963,1.1695306739,-0.635375329,-0.437773655,-0.02320658,0.1568108588,0.8569258471,5,1.1445236624,15,0,1,0,0,0,0,0,0,2,2
4692,0,1,0,1,1,1,0,0,0,1,2,1,-0.047024339,-0.334267075,-0.246053884,-0.437773655,1.6208963164,-0.885960665,-0.121665755,0,0.9128804365,9,0,0,0,0,0,0,1,0,0,1
4693,0,1,1,1,1,1,0,0,0,1,4,1,-0.403913504,-0.240279716,-0.417968035,-0.437773655,-1.404253014,1.5483937188,0.269770886,0,0.8318053074,4,0,0,0,0,0,1,0,0,1,2
4694,0,0,1,1,0,1,0,0,0,1,6,6,-0.028289741,-0.710216512,1.2487047138,-0.437773655,-1.14119655,-0.070610944,0.3676300462,6,0.3916831782,18,1,0,0,0,0,0,0,0,3,1
4695,0,0,1,0,0,1,0,0,0,1,0,6,0.3467557041,-0.334267075,-0.111839402,-0.28711875,-0.417791276,-0.695996923,0.3676300462,4,-0.836025919,1,0,0,0,1,0,0,0,0,0,1
