"analytic_partition","advisor","advisor_churn","advisor_churn_type","sf_face_2_face","sf_call_outbound","sf_call_inbound","sf_email_inbound","channel","channel_type","primary_prod_sold_va","primary_prod_sold_type","sf_email_campaigns","advisor_hh_children","advisor_advising_years","advisor_aum","advisor_annuity_selling_years","advisor_age","advisor_net_worth","advisor_credit_hist_mos","advisor_firm_changes","advisor_credit_score","wholesaler","wholesaler_i","wholesaler_name","advisor_net_worth_imp","channel_type_enc","va_mkt_opp","d_bank","d_wirehouse","d_ria","advisor_aum_bin","advisor_net_worth_log"
0,4692,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,2,0,10,80386,1,31,462101,81,4,726,24,X,Xavier,462101,3,-0.640326494,0,1,0,1,13.043538761
2,4693,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,3,1,11,1960446,3,26,272358,82,3,714,11,K,Kanumba,272358,3,-0.635255878,0,1,0,3,12.514872656
0,4694,0,no_advisor_churn,1,1,0,1,1,wirehouse,1,va,1,6,10,2352595,1,23,238626,85,5,786,12,L,Lula,238626,3,0.0886279304,0,1,0,4,12.382652752
0,4695,0,no_advisor_churn,1,0,1,0,0,bank,1,va,3,4,10,1386883,3,35,60714,88,3,783,17,Q,Quigley,60714,1,0.0225328291,1,0,0,2,11.013929593
1,4696,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,2,5,8,813745,2,32,168215,87,5,716,18,R,Rodriguez,168215,3,0.7412154208,0,1,0,2,12.032998202
0,4697,0,no_advisor_churn,1,0,1,0,0,bank,1,va,3,0,16,2042133,3,21,298884,82,1,746,8,H,Hassan,298884,1,-0.366088488,1,0,0,3,12.607810817
1,4698,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,0,1,7,4564659,2,39,,100,4,785,23,W,Werner,417811.69031,3,-0.325420759,0,1,0,7,12.942786108
1,4699,0,no_advisor_churn,0,0,0,1,0,bank,1,va,6,5,14,1925788,2,41,356214,98,1,839,24,X,Xavier,356214,1,-0.602037125,1,0,0,3,12.783286953
1,4700,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,2,7,16,1516800,1,67,120865,95,5,739,24,X,Xavier,120865,3,-0.640397196,0,1,0,3,11.702429499
1,4701,0,no_advisor_churn,0,0,0,0,0,bank,1,va,4,3,18,390424,1,42,297892,81,2,789,12,L,Lula,297892,1,0.0455209328,1,0,0,1,12.604486284
0,4702,0,no_advisor_churn,0,1,0,0,0,bank,1,va,4,1,14,3682322,2,32,176344,62,1,844,1,A,Abbott,176344,1,0.1740519196,1,0,0,6,12.080191912
0,4703,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,0,1,21,188199,1,47,294377,98,1,735,22,V,Vasquez,294377,3,-0.684782132,0,1,0,1,12.592616538
0,4704,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,1,5,18,484847,1,67,188071,81,2,782,2,B,Bost,188071,3,-0.468616914,0,1,0,1,12.14457483
1,4705,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,0,2,14,245071,1,22,,97,1,744,12,L,Lula,464114.32122,3,3.2982374989,0,1,0,1,13.047886183
0,4706,0,no_advisor_churn,1,0,0,1,1,wirehouse,1,va,1,6,3,84928,1,32,293021,92,4,656,1,A,Abbott,293021,3,-0.664023153,0,1,0,1,12.587999558
1,4707,0,no_advisor_churn,0,1,0,0,0,bank,1,va,7,0,11,693495,2,48,186375,91,3,727,4,D,Devon,186375,1,-0.43832018,1,0,0,1,12.135516052
0,4708,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,3,2,11,455204,3,46,262744,82,1,790,7,G,Griegio,262744,3,-0.656179736,0,1,0,1,12.478935453
2,4709,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,2,2,11,3102404,2,49,292065,97,2,701,10,J,Jasper,292065,3,2.1900666626,0,1,0,5,12.584731659
0,4710,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,5,6,13,523105,1,36,264686,92,2,774,4,D,Devon,264686,3,0.7279156098,0,1,0,1,12.486299497
0,4711,0,no_advisor_churn,0,0,0,0,0,bank,1,va,1,0,8,3539621,3,53,212225,78,0,727,24,X,Xavier,212225,1,-0.257606044,1,0,0,5,12.265402312
1,4712,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,2,5,13,1093,3,45,,87,3,774,17,Q,Quigley,341330.34036,3,3.4424800482,0,1,0,1,12.740606027
2,4713,0,no_advisor_churn,1,0,1,0,0,bank,1,va,1,1,17,202127,1,20,269199,90,3,810,10,J,Jasper,269199,1,-0.418012859,1,0,0,1,12.503206162
0,4714,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,6,3,10,4733726,3,58,,85,5,803,12,L,Lula,154459.36297,3,1.1790459655,0,1,0,7,11.947686318
1,4715,0,no_advisor_churn,0,0,0,0,1,wirehouse,0,fixed,4,1,16,47250,13,41,79781,96,0,735,11,K,Kanumba,79781,3,-0.660397065,0,1,0,1,11.28704066
1,4716,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,3,5,18,712904,3,47,50091,97,5,752,11,K,Kanumba,50091,3,-0.183709876,0,1,0,1,10.82159663
0,4717,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,7,2,18,1916820,2,47,65832,63,0,770,18,R,Rodriguez,65832,3,-0.088486135,0,1,0,3,11.094861321
1,4718,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,3,5,42,410753,3,20,175039,52,2,736,24,X,Xavier,175039,3,0.5441925249,0,1,0,1,12.072764085
1,4719,0,no_advisor_churn,1,1,1,0,0,bank,1,va,4,0,19,119383,2,38,212566,83,4,828,13,M,Mambwe,212566,1,0.0838929628,1,0,0,1,12.267007807
1,4720,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,3,2,30,3497640,3,30,188204,71,4,795,19,S,Szu,188204,3,-0.66924526,0,1,0,5,12.14528176
1,4721,0,no_advisor_churn,0,0,0,0,2,ria,1,va,7,5,17,1507959,3,32,102566,61,4,730,11,K,Kanumba,102566,2,-0.579953941,0,0,1,3,11.538261773
1,4722,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,2,0,24,291858,1,85,310445,100,5,798,7,G,Griegio,310445,3,0.09189815,0,1,0,1,12.645762031
1,4723,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,3,6,12,3320522,3,27,246998,89,4,812,18,R,Rodriguez,246998,3,0.1057817958,0,1,0,5,12.417135518
1,4724,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,6,1,24,1906875,2,44,284729,99,4,722,15,O,Ojj,284729,3,-0.140978461,0,1,0,3,12.55929313
1,4725,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,2,0,8,3227266,2,48,248078,88,0,843,18,R,Rodriguez,248078,3,-0.067020905,0,1,0,5,12.421498492
0,4726,0,no_advisor_churn,1,0,0,1,1,wirehouse,1,va,6,2,13,22613,3,43,260421,97,0,719,2,B,Bost,260421,3,-0.711394398,0,1,0,1,12.470054831
1,4727,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,1,5,12,3591414,2,34,147789,82,4,742,12,L,Lula,147789,3,-0.666900296,0,1,0,6,11.90354086
1,4728,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,5,2,16,375598,2,66,121029,82,4,769,1,A,Abbott,121029,3,3.3898037767,0,1,0,1,11.703785465
2,4729,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,5,2,19,2807376,3,39,249204,90,5,732,16,P,Patel,249204,3,-0.06057668,0,1,0,4,12.426027117
1,4730,0,no_advisor_churn,0,0,1,1,0,bank,1,va,2,0,4,898788,2,35,181799,54,4,756,20,T,Tavares,181799,1,-0.28158813,1,0,0,2,12.11065696
0,4731,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,0,4,24,1709591,2,65,58115,73,3,774,12,L,Lula,58115,3,0.0833836402,0,1,0,3,10.970179085
0,4732,0,no_advisor_churn,1,0,1,0,0,bank,1,va,4,4,9,3926803,3,55,108010,91,4,722,13,M,Mambwe,108010,1,2.9201117103,1,0,0,6,11.589979094
0,4733,0,no_advisor_churn,0,1,1,0,0,bank,1,va,2,6,15,474599,1,40,65659,66,0,770,8,H,Hassan,65659,1,-0.635050234,1,0,0,1,11.092229961
1,4734,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,4,5,18,412497,3,20,50632,87,3,789,10,J,Jasper,50632,3,0.1733482925,0,1,0,1,10.832339066
1,4735,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,4,5,71,20117,2,47,393072,61,1,717,1,A,Abbott,393072,3,1.1433417936,0,1,0,1,12.88174808
1,4736,0,no_advisor_churn,0,0,0,1,0,bank,1,va,2,3,1,432791,1,68,,70,5,630,11,K,Kanumba,416759.62189,1,2.7705050678,1,0,0,1,12.940264888
1,4737,0,no_advisor_churn,0,0,1,0,0,bank,1,va,1,1,14,2391522,3,55,153347,76,3,814,20,T,Tavares,153347,1,0.4729145719,1,0,0,4,11.940458606
0,4738,0,no_advisor_churn,0,1,1,0,1,wirehouse,0,fixed,3,0,18,265389,12,58,70904,93,1,797,6,F,Funderburk,70904,3,-0.603978397,0,1,0,1,11.169082128
1,4739,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,4,6,8,3727462,3,51,239621,97,5,706,24,X,Xavier,239621,3,-0.418508646,0,1,0,6,12.386813787
0,4740,0,no_advisor_churn,0,0,1,1,0,bank,1,va,6,7,27,326331,2,39,94055,91,4,760,16,P,Patel,94055,1,2.6686848161,1,0,0,1,11.451634997
1,4741,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,6,1,9,266823,2,26,72897,65,5,761,23,W,Werner,72897,3,-0.632819474,0,1,0,1,11.196802765
1,4742,0,no_advisor_churn,0,0,0,1,0,bank,1,va,1,1,13,2025447,3,29,,83,4,789,11,K,Kanumba,446565.35257,1,-0.009660292,1,0,0,3,13.009341035
1,4743,0,no_advisor_churn,1,0,0,1,0,bank,1,va,3,1,11,4429960,3,67,96928,89,1,758,10,J,Jasper,96928,1,-0.131319521,1,0,0,7,11.481723714
0,4744,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,6,2,12,432488,2,50,269788,97,4,822,20,T,Tavares,269788,3,0.1053935189,0,1,0,1,12.505391744
1,4745,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,3,3,10,1570839,2,64,477139,57,2,725,16,P,Patel,477139,3,-0.68350283,0,1,0,3,13.075563132
1,4746,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,4,4,22,4550305,1,24,106135,76,1,756,5,E,English,106135,3,1.2148241803,0,1,0,7,11.572467148
0,4747,0,no_advisor_churn,0,0,0,0,0,bank,1,va,2,4,16,61591,3,21,,69,5,702,8,H,Hassan,210390.55192,1,3.6966900109,1,0,0,1,12.256720853
1,4748,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,0,3,17,4905869,3,50,99683,52,4,747,3,C,Chatterji,99683,3,0.0513218677,0,1,0,7,11.50975043
1,4749,0,no_advisor_churn,0,1,1,0,0,bank,1,va,3,4,68,380253,1,19,83803,88,1,798,14,N,Noth,83803,1,-0.029383229,1,0,0,1,11.336224085
1,4750,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,1,0,14,4008486,2,33,146283,65,4,814,4,D,Devon,146283,3,-0.691818236,0,1,0,6,11.893298381
0,4751,0,no_advisor_churn,0,1,1,0,0,bank,1,va,2,4,13,1105067,2,40,323230,75,1,754,25,Y,Yang,323230,1,0.0325967788,1,0,0,2,12.686119423
0,4752,0,no_advisor_churn,0,0,1,1,0,bank,1,va,1,6,14,90259,3,28,,89,4,782,4,D,Devon,180987.36497,1,-0.667924074,1,0,0,1,12.106182501
1,4753,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,7,0,16,40732,2,23,108753,81,5,756,9,I,Ingrid,108753,3,-0.674076604,0,1,0,1,11.596834535
2,4754,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,4,4,17,286797,3,36,250771,69,5,744,19,S,Szu,250771,3,-0.255000349,0,1,0,1,12.432295451
0,4755,0,no_advisor_churn,0,1,0,0,0,bank,1,va,6,5,10,27524,1,25,99297,85,3,675,20,T,Tavares,99297,1,-0.190812244,1,0,0,1,11.505870638
1,4756,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,2,1,11,4617894,2,83,64553,95,3,821,14,N,Noth,64553,3,-0.16716899,0,1,0,7,11.075241871
1,4757,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,7,6,9,257159,2,22,273267,56,1,730,2,B,Bost,273267,3,1.9531708102,0,1,0,1,12.518204618
0,4758,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,1,3,12,4160859,2,21,217391,48,5,760,8,H,Hassan,217391,3,-0.277721438,0,1,0,6,12.289452854
1,4759,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,5,4,16,1581607,1,61,204844,98,5,736,25,Y,Yang,204844,3,-0.296206651,0,1,0,3,12.230003993
1,4760,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,7,2,11,3293078,1,31,,75,1,814,18,R,Rodriguez,414700.97008,3,-0.383821802,0,1,0,5,12.935312985
1,4761,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,1,4,9,3743291,1,70,370847,98,3,792,2,B,Bost,370847,3,0.1422671546,0,1,0,6,12.823544858
1,4762,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,3,0,13,74519,3,26,105638,54,3,736,5,E,English,105638,3,-0.064354937,0,1,0,1,11.567773434
1,4763,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,4,4,5,340696,3,45,263311,97,1,753,12,L,Lula,263311,3,-0.078469426,0,1,0,1,12.481091122
0,4764,0,no_advisor_churn,0,1,1,0,0,bank,1,va,0,6,33,4802747,2,27,65102,64,1,797,14,N,Noth,65102,1,0.1359392171,1,0,0,7,11.08371055
0,4765,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,1,1,10,2066676,3,23,98041,94,3,779,22,V,Vasquez,98041,3,-0.684725124,0,1,0,3,11.493141038
1,4766,0,no_advisor_churn,1,1,0,1,1,wirehouse,1,va,2,0,18,1385576,1,61,483457,73,5,759,24,X,Xavier,483457,3,-0.385728945,0,1,0,2,13.088717655
1,4767,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,3,6,8,792671,2,46,,78,3,755,23,W,Werner,167370.56848,3,-0.679329914,0,1,0,2,12.027965606
0,4768,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,3,3,12,2059669,2,27,279200,99,3,770,10,J,Jasper,279200,3,2.0287981143,0,1,0,3,12.53968365
0,4769,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,3,3,11,1273726,1,55,,60,5,752,25,Y,Yang,306837.57295,3,-0.100295143,0,1,0,2,12.634073808
0,4770,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,6,0,16,246856,3,37,177835,90,3,763,9,I,Ingrid,177835,3,-0.705223832,0,1,0,1,12.088611433
1,4771,0,no_advisor_churn,1,1,0,0,0,bank,1,va,6,1,13,124071,3,20,144149,96,4,704,11,K,Kanumba,144149,1,-0.642652756,1,0,0,1,11.878602766
1,4772,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,6,5,17,491849,3,37,133166,52,5,690,2,B,Bost,133166,3,-0.129400846,0,1,0,1,11.799351749
0,4773,0,no_advisor_churn,0,0,1,1,0,bank,1,va,5,0,9,4291428,2,23,,83,3,763,4,D,Devon,437453.50183,1,2.8971419156,1,0,0,7,12.988725698
1,4774,0,no_advisor_churn,1,0,1,1,0,bank,1,va,1,2,18,43644,1,41,415462,95,2,783,12,L,Lula,415462,1,-0.703585512,1,0,0,1,12.937146433
0,4775,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,3,5,17,380223,2,87,165752,92,5,703,24,X,Xavier,165752,3,-0.433585112,0,1,0,1,12.018247974
1,4776,0,no_advisor_churn,1,0,0,0,1,wirehouse,0,fixed,6,4,10,84597,6,38,,86,4,646,5,E,English,143531.86059,3,2.7480667357,0,1,0,1,11.874312315
0,4777,0,no_advisor_churn,1,1,1,1,0,bank,1,va,2,2,2,4870475,1,46,210102,87,2,815,6,F,Funderburk,210102,1,-0.143385279,1,0,0,7,12.255348406
2,4778,0,no_advisor_churn,0,0,0,0,2,ria,1,va,1,1,10,1144250,3,51,262926,100,5,775,8,H,Hassan,262926,2,-0.558385998,0,0,1,2,12.479627903
1,4779,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,4,0,18,3112815,3,26,232796,74,3,755,14,N,Noth,232796,3,-0.089916823,0,1,0,5,12.357917813
0,4780,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,4,3,10,313895,1,36,91399,54,2,742,9,I,Ingrid,91399,3,0.0445204189,0,1,0,1,11.422989816
1,4781,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,5,22,479893,3,20,91071,53,5,690,16,P,Patel,91071,3,3.3405343387,0,1,0,1,11.419394701
1,4782,0,no_advisor_churn,0,0,1,0,0,bank,1,va,3,1,13,164069,3,50,,82,3,717,11,K,Kanumba,384832.47431,1,0.0661047655,1,0,0,1,12.860563387
0,4783,0,no_advisor_churn,1,0,0,1,1,wirehouse,1,va,4,1,12,3696644,1,53,378198,85,3,722,3,C,Chatterji,378198,3,-0.231407984,0,1,0,6,12.843173147
1,4784,0,no_advisor_churn,0,0,1,0,2,ria,1,va,1,3,11,3505395,1,42,88089,61,3,720,7,G,Griegio,88089,2,2.3256521879,0,0,1,5,11.386102946
1,4785,0,no_advisor_churn,1,0,0,1,1,wirehouse,1,va,0,4,14,26230,1,21,238198,96,5,776,3,C,Chatterji,238198,3,3.6188061914,0,1,0,1,12.38085754
1,4786,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,6,0,7,263592,2,82,242691,82,0,686,3,C,Chatterji,242691,3,-0.510739342,0,1,0,1,12.399544308
0,4787,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,5,4,22,35541,1,47,210120,59,1,784,19,S,Szu,210120,3,-0.028393058,0,1,0,1,12.255434075
1,4788,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,3,5,14,3740212,2,24,250798,89,3,723,18,R,Rodriguez,250798,3,0.0138245509,0,1,0,6,12.432403113
1,4789,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,5,1,12,4101020,3,54,477941,80,4,772,1,A,Abbott,477941,3,0.1561991036,0,1,0,6,13.077242573
1,4790,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,5,7,13,282230,1,46,299883,51,5,752,25,Y,Yang,299883,3,-0.476042878,0,1,0,1,12.611147678
2,4791,0,no_advisor_churn,0,0,1,0,0,bank,1,va,6,4,7,298304,2,24,276801,81,3,835,25,Y,Yang,276801,1,-0.574951186,1,0,0,1,12.531054115
1,4792,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,2,3,7,423323,3,26,,97,3,748,11,K,Kanumba,60240.948975,3,0.1434458669,0,1,0,1,11.006107616
1,4793,0,no_advisor_churn,0,1,1,1,0,bank,1,va,2,2,14,1026201,2,42,233446,62,3,706,13,M,Mambwe,233446,1,-0.620040399,1,0,0,2,12.360706066
1,4794,0,no_advisor_churn,1,0,0,0,2,ria,1,va,5,4,21,1174484,1,28,128969,91,3,791,17,Q,Quigley,128969,2,-0.517220794,0,0,1,2,11.767327344
1,4795,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,4,5,24,3896512,1,66,125592,72,3,676,18,R,Rodriguez,125592,3,1.9914541521,0,1,0,6,11.740793837
1,4796,0,no_advisor_churn,1,1,1,1,0,bank,1,va,1,3,5,1491286,3,22,177305,77,4,798,11,K,Kanumba,177305,1,-0.104624202,1,0,0,3,12.085626692
1,4797,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,3,2,14,74800,1,30,448628,86,3,731,5,E,English,448628,3,-0.18542075,0,1,0,1,13.013949316
2,4798,0,no_advisor_churn,0,0,1,1,0,bank,1,va,2,2,34,4254640,1,47,,89,3,718,19,S,Szu,136395.70156,1,-0.093064808,1,0,0,6,11.82331551
0,4799,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,4,0,20,2080254,3,19,,90,3,769,2,B,Bost,431365.1245,3,-0.709485954,0,1,0,3,12.974710167
1,4800,0,no_advisor_churn,1,0,1,0,1,wirehouse,0,fixed,3,3,8,1466539,6,38,181334,73,1,781,18,R,Rodriguez,181334,3,0.0254281597,0,1,0,3,12.108095914
1,4801,0,no_advisor_churn,0,0,1,0,0,bank,1,va,4,2,5,29653,1,63,82351,87,1,777,12,L,Lula,82351,1,3.2996753545,1,0,0,1,11.318745879
1,4802,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,4,6,16,16263,2,48,211620,76,5,629,4,D,Devon,211620,3,0.0385183109,0,1,0,1,12.262547492
2,4803,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,4,1,8,241596,2,54,,86,4,790,8,H,Hassan,114997.78417,3,-0.073302629,0,1,0,1,11.652668139
1,4804,0,no_advisor_churn,0,1,1,1,0,bank,1,va,6,6,14,2101442,1,49,469367,89,2,720,6,F,Funderburk,469367,1,-0.301745312,1,0,0,3,13.059140257
1,4805,0,no_advisor_churn,0,0,0,0,0,bank,1,va,4,5,10,1138072,1,22,238795,99,1,784,2,B,Bost,238795,1,-0.104042674,1,0,0,2,12.383360722
1,4806,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,1,4,10,1019239,2,38,240857,84,5,761,20,T,Tavares,240857,3,-0.146740348,0,1,0,2,12.391958675
1,4807,0,no_advisor_churn,1,0,1,0,2,ria,0,fixed,1,0,7,190123,5,25,247981,84,3,651,23,W,Werner,247981,2,-0.652539518,0,0,1,1,12.421107409
1,4808,0,no_advisor_churn,0,0,1,0,0,bank,1,va,4,4,15,2739308,3,41,,87,1,715,9,I,Ingrid,442930.27589,1,0.118463548,1,0,0,4,13.001167646
2,4809,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,2,3,18,490970,2,22,,100,4,658,7,G,Griegio,467568.53316,3,-0.559341184,0,1,0,1,13.055301212
0,4810,0,no_advisor_churn,0,1,1,0,0,bank,0,fixed,0,6,36,4822881,4,64,75199,90,4,702,22,V,Vasquez,75199,1,-0.638314668,1,0,0,7,11.227893212
0,4811,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,3,3,14,6234,3,39,87630,99,2,607,2,B,Bost,87630,3,0.0056251612,0,1,0,1,11.380878684
1,4812,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,7,2,24,4006786,2,45,274450,61,5,762,24,X,Xavier,274450,3,-0.306361446,0,1,0,6,12.522524374
1,4813,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,6,18,2435693,1,47,231672,84,4,643,18,R,Rodriguez,231672,3,-0.704670331,0,1,0,4,12.353077857
0,4814,0,no_advisor_churn,1,1,0,0,1,wirehouse,0,fixed,3,4,11,2344874,4,36,107093,86,1,748,6,F,Funderburk,107093,3,1.3773567312,0,1,0,4,11.581452895
1,4815,0,no_advisor_churn,1,1,0,0,0,bank,1,va,2,6,15,168655,1,36,178394,83,4,791,7,G,Griegio,178394,1,-0.540692823,1,0,0,1,12.091749866
0,4816,0,no_advisor_churn,1,1,1,0,2,ria,1,va,3,1,10,25745,1,25,,98,0,733,2,B,Bost,184871.79823,2,-0.634731229,0,0,1,1,12.127417881
2,4817,0,no_advisor_churn,0,0,1,0,0,bank,1,va,7,1,9,3672846,3,68,102555,70,3,772,6,F,Funderburk,102555,1,2.9548963917,1,0,0,6,11.538154519
1,4818,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,6,3,10,2593930,1,23,248288,82,0,799,25,Y,Yang,248288,3,-0.431372629,0,1,0,4,12.422344642
1,4819,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,4,5,20,515125,2,56,69714,62,3,719,3,C,Chatterji,69714,3,-0.649961527,0,1,0,1,11.152156437
1,4820,0,no_advisor_churn,1,0,1,1,0,bank,1,va,2,2,15,1138857,1,39,281814,95,1,809,9,I,Ingrid,281814,1,-0.65909841,1,0,0,2,12.549002558
1,4821,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,6,3,7,1832839,1,55,364824,90,5,640,11,K,Kanumba,364824,3,-0.669733844,0,1,0,3,12.807170324
1,4822,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,5,0,14,2410022,2,23,81863,83,4,677,21,U,Underwood,81863,3,-0.030675723,0,1,0,4,11.312802397
1,4823,0,no_advisor_churn,0,0,1,1,0,bank,1,va,2,5,8,649208,1,61,79944,63,1,608,22,V,Vasquez,79944,1,-0.560224422,1,0,0,1,11.289081669
1,4824,0,no_advisor_churn,0,0,0,0,0,bank,1,va,2,2,18,4799453,1,40,,83,5,704,7,G,Griegio,334985.42016,1,-0.676120168,1,0,0,7,12.721842288
0,4825,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,2,2,16,280299,2,65,59574,85,4,684,20,T,Tavares,59574,3,1.5467830722,0,1,0,1,10.994974516
1,4826,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,0,0,18,417901,3,22,161709,90,4,718,13,M,Mambwe,161709,3,-0.650858145,0,1,0,1,11.993553703
1,4827,0,no_advisor_churn,0,0,1,1,0,bank,1,va,3,1,13,497751,3,71,79451,75,4,742,22,V,Vasquez,79451,1,0.172801212,1,0,0,1,11.282895758
2,4828,0,no_advisor_churn,0,1,1,0,0,bank,1,va,6,0,9,958935,1,31,186073,59,4,715,2,B,Bost,186073,1,1.7449478348,1,0,0,2,12.133894349
1,4829,0,no_advisor_churn,0,1,0,0,0,bank,1,va,4,1,15,3335127,2,79,73624,63,5,836,5,E,English,73624,1,0.0001097079,1,0,0,5,11.206726339
1,4830,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,4,1,62,253798,3,25,135725,96,5,773,18,R,Rodriguez,135725,3,-0.253383523,0,1,0,1,11.818386059
0,4831,0,no_advisor_churn,0,0,0,0,0,bank,1,va,6,2,18,445750,2,31,297727,67,3,723,7,G,Griegio,297727,1,-0.698729461,1,0,0,1,12.603932238
1,4832,0,no_advisor_churn,0,1,1,0,0,bank,1,va,6,1,10,40172,3,20,358243,89,3,775,7,G,Griegio,358243,1,-0.031607781,1,0,0,1,12.788966806
1,4833,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,2,1,13,327712,3,40,202841,80,1,721,21,U,Underwood,202841,3,-0.660858071,0,1,0,1,12.2201777
1,4834,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,1,5,17,28629,1,24,248570,95,5,814,15,O,Ojj,248570,3,-0.388260239,0,1,0,1,12.423479775
1,4835,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,2,0,12,1646272,3,21,186045,72,3,743,21,U,Underwood,186045,3,-0.428154936,0,1,0,3,12.133743859
0,4836,0,no_advisor_churn,1,1,1,1,0,bank,1,va,4,2,13,521204,2,50,246084,59,4,722,1,A,Abbott,246084,1,-0.025498802,1,0,0,1,12.41342822
0,4837,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,3,5,27,239588,3,47,176557,34,4,751,5,E,English,176557,3,-0.709758765,0,1,0,1,12.081399049
0,4838,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,2,1,14,4550398,2,54,,95,0,816,14,N,Noth,268659.41865,3,0.0151097928,0,1,0,7,12.501199755
1,4839,0,no_advisor_churn,0,1,1,0,2,ria,1,va,6,4,15,1843,3,50,232612,97,3,745,3,C,Chatterji,232612,2,1.4453172887,0,0,1,1,12.357127108
