Exposure,Age,Bluebook,Rating_Category,DrivingUnderInfluence,Income,Occupation,Marital_Status,Education,Revoked,Gender,MotorVehicleRecordPoint,Car_Age,Travel_Time,Car_Type,uniqueRecordID,CarUse,Claims,PurePremium,_PartInd_,Origination_Source
0.166666667,43,2000,B,1,5283,Clerical,S,Masters,0,F,9,2,70.4,Van,3561,C,0,0,1,
0.083333333,51,1000,B,0,31865,Doctor,S,Bachelors,0,F,4,9,65.3,Hatchback,3562,C,0,0,1,
1.833333333,40,22000,A,0,20078,Blue Collar,M,Bachelors,0,M,7,2,70.9,SUV,3563,C,0,0,0,
3,18,36000,A,0,5523,Clerical,M,Bachelors,1,M,3,11,74,Sedan,3564,C,0,0,0,
0.666666667,31,8000,A,0,12183,Clerical,S,Less High School,0,F,1,12,74.5,Sedan,3565,C,0,0,0,
0.083333333,53,1000,A,0,29213,Blue Collar,M,Bachelors,0,F,6,6,66.4,Van,3566,C,0,0,0,
0.916666667,21,11000,A,0,31174,Clerical,S,Bachelors,1,F,3,5,50.9,Sports Car,3567,C,0,0,0,
0.333333333,42,4000,B,1,37873,Clerical,S,High School,0,M,1,7,79.8,Van,3568,P,0,0,1,
0.583333333,25,7000,A,0,16914,Doctor,S,High School,1,F,2,10,76.4,Van,3569,C,0,0,0,
2.083333333,22,25000,A,0,35877,Clerical,S,Bachelors,0,M,1,4,70.9,Sedan,3570,C,0,0,0,
1,18,12000,D,0,29453,Clerical,S,Bachelors,0,F,1,8,77.6,SUV,3571,P,0,0,2,
1.083333333,43,13000,B,1,40148,Lawyer,M,Masters,1,M,2,14,72.3,Sports Car,3572,C,0,0,1,
0.416666667,36,5000,B,1,10583,Clerical,M,High School,0,F,14,3,63,Hatchback,3573,C,0,0,1,
0.416666667,43,5000,A,0,10638,Clerical,S,Masters,0,F,3,6,79,SUV,3574,C,0,0,0,
0.416666667,34,5000,A,0,99783,Clerical,M,Bachelors,1,F,2,1,77.6,Sports Car,3575,C,0,0,0,
0.333333333,43,4000,A,1,9879,Doctor,S,Masters,0,F,5,7,66.9,Sports Car,3576,C,0,0,0,
1.666666667,59,20000,A,0,22923,Clerical,S,Masters,0,F,7,13,74.2,SUV,3577,P,0,0,0,
0.583333333,42,7000,A,0,19597,Home Maker,S,High School,0,M,0,1,72.2,Station Wag,3578,C,0,0,0,
2.166666667,39,26000,B,0,16515,Home Maker,S,High School,0,F,1,9,64.8,SUV,3579,C,0,0,1,
1,68,12000,B,1,7062,Clerical,M,Less High School,0,F,4,3,67.3,SUV,3580,P,0,0,1,
0.083333333,25,1000,A,0,16087,Lawyer,M,High School,0,M,5,8,71,Sports Car,3581,C,0,0,0,
0.75,50,9000,B,0,34303,Clerical,S,Bachelors,1,F,3,2,71.3,Van,3582,C,0,0,1,
0.083333333,27,1000,B,0,16600,Blue Collar,M,Masters,0,F,7,14,64.6,Van,3583,C,0,0,1,
0.5,70,6000,A,1,19034,Home Maker,S,Bachelors,0,F,5,0,70.9,Van,3584,C,0,0,0,
3.416666667,55,41000,A,0,17992,Clerical,S,Masters,0,F,1,12,76,Sedan,3585,C,0,0,0,
0.5,41,6000,B,0,40184,Blue Collar,M,Bachelors,1,F,7,0,61.3,Sports Car,3586,C,0,0,1,
4.333333333,51,52000,B,0,37436,Professional,S,Masters,1,M,5,1,68,Sports Car,3587,C,0,0,1,
1.416666667,38,17000,A,0,15693,Clerical,S,Less High School,0,M,1,8,77.4,Sedan,3588,C,0,0,0,
1,26,12000,B,0,7292,Clerical,S,Masters,0,F,2,5,74.6,Van,3589,C,0,0,1,
1.416666667,35,17000,A,0,88437,Doctor,S,Masters,0,F,10,7,68.8,Sports Car,3590,C,0,0,0,
1,38,12000,C,0,9616,Doctor,M,Masters,0,F,13,7,79.2,Van,3591,C,0,0,2,
1.333333333,22,16000,A,0,33902,Home Maker,S,High School,0,F,7,6,61.3,Sports Car,3592,C,0,0,0,
0.25,38,3000,A,0,9778,Blue Collar,S,High School,1,F,4,15,73.2,SUV,3593,C,0,0,0,
0.583333333,73,7000,B,0,5440,Manager,S,Less High School,1,F,4,9,61.4,Hatchback,3594,P,0,0,1,
0.083333333,63,1000,A,0,18524,Manager,M,High School,1,F,3,2,76.5,SUV,3595,C,0,0,0,
1.166666667,29,14000,A,0,5765,Home Maker,S,Bachelors,0,F,6,1,74.2,Station Wag,3596,C,0,0,0,
2,51,24000,A,0,31466,Doctor,S,Masters,0,F,1,13,70.3,Sedan,3597,C,0,0,0,
0.833333333,45,10000,A,0,10650,Clerical,M,Masters,0,F,0,3,68,Sedan,3598,C,0,0,0,
0.416666667,40,5000,A,0,7377,Clerical,S,Bachelors,1,F,8,7,53.3,Sedan,3599,C,0,0,0,
1,36,12000,B,0,8557,Clerical,M,Masters,0,F,4,6,60,Hatchback,3600,C,0,0,1,
0.083333333,40,1000,B,0,68960,Doctor,S,High School,0,M,4,5,72.5,Van,3601,C,0,0,1,
0.833333333,38,10000,D,1,48526,Clerical,S,Less High School,0,M,2,15,79.7,Van,3602,C,0,0,2,
0.25,34,3000,A,0,12966,Doctor,S,Bachelors,0,F,14,0,70.7,SUV,3603,P,0,0,0,
0.5,48,6000,B,0,12392,Clerical,M,Masters,1,F,5,7,67.9,Van,3604,C,0,0,1,
0.25,35,3000,C,0,11848,Doctor,M,Bachelors,1,F,1,14,73.9,Station Wag,3605,P,0,0,2,
0.166666667,77,2000,A,0,5740,Home Maker,S,Bachelors,0,F,2,9,67.2,Sedan,3606,C,0,0,0,
1.166666667,43,14000,A,0,9285,Clerical,M,High School,0,F,2,3,75.2,SUV,3607,C,0,0,0,
0.583333333,33,7000,A,0,5740,Blue Collar,S,High School,1,M,5,7,70.1,Hatchback,3608,C,0,0,0,
2.333333333,23,28000,A,1,25745,Manager,S,Less High School,0,M,4,13,82.9,Station Wag,3609,C,0,0,0,
1,75,12000,C,0,33511,Professional,M,Bachelors,0,F,0,8,71.9,SUV,3610,C,0,0,2,
2.166666667,58,26000,A,1,6914,Blue Collar,S,Less High School,0,F,1,13,67.7,SUV,3611,C,0,0,0,
0.333333333,34,4000,A,0,32226,Doctor,S,High School,1,F,5,6,63.6,Sports Car,3612,C,0,0,0,
0.083333333,25,1000,A,0,38823,Doctor,S,Bachelors,0,M,1,5,70.3,Station Wag,3613,C,0,0,0,
0.75,37,9000,A,1,16258,Home Maker,S,Bachelors,0,F,8,11,68.8,SUV,3614,P,0,0,0,
0.75,42,9000,A,1,101727,Doctor,S,Bachelors,0,F,6,13,69.4,Sports Car,3615,C,0,0,0,
0.083333333,32,1000,A,0,19901,Blue Collar,S,High School,0,F,3,5,79.3,Hatchback,3616,P,0,0,0,
0.166666667,32,2000,A,0,19252,Home Maker,S,High School,1,F,9,14,69,Station Wag,3617,C,0,0,0,
1.5,17,18000,C,1,12543,Doctor,S,Bachelors,0,M,4,5,77.9,Hatchback,3618,P,0,0,2,
3.583333333,37,43000,A,0,35479,Home Maker,S,Masters,1,M,3,3,73.5,Van,3619,C,0,0,0,
2,19,24000,A,0,9240,Doctor,S,Masters,0,F,0,15,78.5,Station Wag,3620,C,0,0,0,
0.583333333,58,7000,A,0,26477,Doctor,S,Bachelors,1,M,1,13,68.6,Station Wag,3621,C,0,0,0,
1.583333333,22,19000,A,0,10715,Clerical,S,Bachelors,0,F,6,7,73.1,Sedan,3622,C,0,0,0,
0.416666667,32,5000,B,0,12160,Home Maker,M,Less High School,1,M,9,9,66.7,Van,3623,C,0,0,1,
2.25,43,27000,B,0,23538,Doctor,S,Less High School,1,M,4,5,65.1,SUV,3624,C,0,0,1,
0.416666667,47,5000,B,0,18964,Clerical,S,Masters,1,F,5,4,74.4,Van,3625,C,0,0,1,
1,66,12000,A,0,11430,Lawyer,S,Masters,1,F,14,6,80.2,SUV,3626,C,0,0,0,
2.5,39,30000,A,0,18466,Home Maker,S,High School,1,F,2,13,60.4,Sports Car,3627,P,0,0,0,
0.583333333,84,7000,A,0,28958,Doctor,S,Bachelors,0,F,0,8,75.8,Hatchback,3628,C,0,0,0,
4.833333333,31,58000,C,0,20658,Doctor,S,High School,1,F,5,13,69.6,Sports Car,3629,C,0,0,2,
0.25,39,3000,A,1,23246,Clerical,S,Bachelors,0,M,1,11,57.3,Sports Car,3630,P,0,0,0,
0.166666667,36,2000,A,0,51118,Doctor,M,Less High School,0,F,5,13,70.7,Station Wag,3631,C,0,0,0,
0.166666667,49,2000,A,0,14041,Clerical,S,Less High School,0,F,4,14,69.4,Sports Car,3632,C,0,0,0,
2.333333333,45,28000,A,0,17150,Clerical,S,Bachelors,0,F,5,6,61.6,Sedan,3633,C,0,0,0,
0.583333333,30,7000,A,0,6281,Manager,S,Bachelors,1,F,4,12,71.9,Van,3634,C,0,0,0,
0.25,55,3000,A,0,24027,Doctor,M,Bachelors,0,F,3,1,69,Hatchback,3635,C,0,0,0,
0.5,39,6000,B,0,67645,Doctor,M,Less High School,0,F,9,7,76.1,Hatchback,3636,C,0,0,1,
0.833333333,61,10000,A,0,10724,Manager,S,Less High School,0,F,2,13,66.1,Sports Car,3637,C,0,0,0,
1.333333333,41,16000,A,0,7142,Doctor,M,Masters,1,F,4,2,67.7,Station Wag,3638,C,0,0,0,
2.083333333,39,25000,A,1,58905,Clerical,S,High School,0,F,10,4,67,Van,3639,C,0,0,0,
4,72,48000,D,0,10226,Blue Collar,S,Masters,0,F,2,1,74.3,SUV,3640,C,0,0,2,
0.416666667,33,5000,A,0,22463,Blue Collar,M,Bachelors,1,F,13,12,68.6,Van,3641,C,0,0,0,
2.333333333,24,28000,B,1,13994,Doctor,S,High School,0,M,2,14,66.5,Van,3642,C,0,0,1,
2.083333333,41,25000,A,0,35774,Doctor,S,High School,0,F,0,9,73.7,SUV,3643,C,0,0,0,
0.083333333,25,1000,B,0,26956,Home Maker,S,Less High School,0,F,1,4,78.5,Hatchback,3644,P,0,0,1,
0.083333333,41,1000,B,0,96187,Manager,M,Bachelors,1,F,7,10,63.1,Van,3645,C,0,0,1,
0.25,43,3000,A,1,24895,Home Maker,M,Masters,1,M,3,10,72.9,Sports Car,3646,P,0,0,0,
0.083333333,52,1000,B,0,7519,Clerical,S,Masters,0,F,1,6,73,SUV,3647,C,0,0,1,
0.916666667,16,11000,A,0,18363,Manager,S,High School,0,F,7,4,72.8,Station Wag,3648,C,0,0,0,
0.083333333,31,1000,A,0,27117,Doctor,S,High School,1,F,7,5,70.9,Van,3649,C,0,0,0,
0.083333333,74,1000,A,0,23282,Clerical,S,Bachelors,0,F,15,8,72,Station Wag,3650,C,0,0,0,
0.083333333,28,1000,B,0,62478,Doctor,S,High School,1,F,7,11,77.4,Station Wag,3651,C,0,0,1,
0.083333333,61,1000,A,1,31649,Doctor,S,Less High School,0,F,9,6,72.8,SUV,3652,C,0,0,0,
1.333333333,19,16000,B,1,25160,Blue Collar,M,Masters,1,F,4,5,63.3,SUV,3653,C,0,0,1,
2,38,24000,A,0,21350,Doctor,S,Bachelors,1,F,0,6,70.1,SUV,3654,C,0,0,0,
0.833333333,42,10000,A,0,10313,Blue Collar,S,Masters,0,F,2,3,71.2,Station Wag,3655,P,0,0,0,
0.166666667,28,2000,B,0,19349,Clerical,S,Masters,0,F,4,7,68.4,Station Wag,3656,C,0,0,1,
1.166666667,40,14000,B,0,53161,Clerical,S,Bachelors,1,F,1,6,79.8,Sedan,3657,C,0,0,1,
1.333333333,46,16000,A,0,14684,Blue Collar,S,Less High School,0,F,4,10,73.8,Van,3658,C,0,0,0,
0.833333333,38,10000,A,0,49158,Doctor,S,Masters,1,F,2,10,51.8,Van,3659,C,0,0,0,
0.25,78,3000,A,0,32509,Doctor,S,Less High School,0,M,5,6,66.9,SUV,3660,C,0,0,0,
4.416666667,43,53000,A,0,25218,Clerical,M,Masters,1,F,14,7,67.1,Van,3661,C,0,0,0,
0.333333333,54,4000,A,0,27415,Clerical,M,High School,1,F,3,15,78.6,Hatchback,3662,C,0,0,0,
0.833333333,26,10000,A,0,8674,Doctor,S,Masters,0,F,2,11,71.5,Station Wag,3663,C,0,0,0,
0.5,71,6000,B,0,16897,Doctor,M,Bachelors,0,F,4,5,73,Sports Car,3664,C,0,0,1,
1,27,12000,A,0,12449,Blue Collar,M,Masters,1,M,0,9,60.2,Station Wag,3665,C,0,0,0,
2,22,24000,A,0,6216,Home Maker,S,Bachelors,1,F,7,9,77.4,Hatchback,3666,C,0,0,0,
3.5,47,42000,D,0,18327,Home Maker,S,High School,0,F,5,8,57.6,Sedan,3667,C,0,0,2,
0.083333333,41,1000,B,1,24055,Blue Collar,S,Less High School,1,M,4,5,84,Hatchback,3668,P,0,0,1,
1.666666667,42,20000,A,0,13947,Blue Collar,S,Less High School,0,F,5,9,66.4,Sports Car,3669,C,0,0,0,
0.166666667,53,2000,A,0,9479,Blue Collar,M,Bachelors,0,F,3,13,73.5,SUV,3670,C,0,0,0,
1.75,62,21000,A,0,31285,Manager,M,Less High School,0,F,7,13,63.6,Sports Car,3671,C,0,0,0,
2.166666667,49,26000,C,0,13349,Doctor,S,Less High School,1,F,3,13,76.5,Hatchback,3672,C,0,0,2,
0.333333333,50,4000,D,0,9926,Doctor,S,Less High School,1,F,5,2,67.1,Van,3673,C,0,0,2,
1.833333333,22,22000,A,0,12565,Blue Collar,M,High School,1,F,4,5,63.8,Station Wag,3674,C,0,0,0,
1.083333333,37,13000,A,0,34957,(missing),S,Bachelors,1,M,4,0,73.8,Station Wag,3675,C,0,0,0,
1,31,12000,A,0,28095,Doctor,S,Masters,0,F,4,9,83.4,Van,3676,C,0,0,0,
1.333333333,40,16000,C,0,25245,Doctor,M,High School,0,F,0,8,71.5,Van,3677,C,0,0,2,
0.833333333,43,10000,A,0,13684,Doctor,S,Masters,1,M,3,11,73.7,Van,3678,C,0,0,0,
0.416666667,40,5000,A,1,33797,Home Maker,S,Less High School,0,F,2,8,62.7,Sedan,3679,C,0,0,0,
0.25,71,3000,A,0,48008,Blue Collar,S,Less High School,0,M,0,14,69.2,SUV,3680,C,0,0,0,
0.333333333,61,4000,A,0,14469,Home Maker,S,Less High School,1,F,1,10,69.9,Van,3681,C,0,0,0,
1,31,12000,A,0,31487,Blue Collar,M,Less High School,0,M,4,6,63,Sports Car,3682,C,0,0,0,
0.583333333,47,7000,B,0,37524,Clerical,S,Less High School,0,F,2,4,56.8,Van,3683,P,0,0,1,
0.083333333,67,1000,B,0,19515,Doctor,S,Masters,1,F,5,9,79.6,Sports Car,3684,C,0,0,1,
0.083333333,30,1000,D,0,13097,Clerical,M,Bachelors,0,F,5,10,60.4,Sedan,3685,C,0,0,2,
0.75,64,9000,A,1,7244,Clerical,S,Bachelors,0,F,5,9,64.6,SUV,3686,C,0,0,0,
0.416666667,49,5000,A,0,23455,Clerical,S,Less High School,0,F,4,14,65.5,Van,3687,C,0,0,0,
0.25,37,3000,A,0,8651,Doctor,S,Less High School,0,F,6,13,69.3,Van,3688,C,0,0,0,
0.416666667,54,5000,B,0,16608,Doctor,S,High School,1,M,4,6,77.8,Station Wag,3689,C,0,0,1,
4.166666667,45,50000,A,0,130443,Clerical,M,High School,0,F,1,10,83.4,Van,3690,C,0,0,0,
0.583333333,20,7000,B,0,5557,Manager,S,Less High School,0,M,2,7,74.8,Sedan,3691,C,0,0,1,
0.916666667,36,11000,A,0,8075,Lawyer,S,Bachelors,0,F,1,10,61.9,Sports Car,3692,C,0,0,0,
0.416666667,33,5000,D,0,56498,Doctor,M,Masters,0,F,1,9,56.3,SUV,3693,P,0,0,2,
0.5,37,6000,B,1,9888,Blue Collar,M,High School,1,F,3,6,65.3,Van,3694,C,0,0,1,
0.333333333,39,4000,A,0,23055,Blue Collar,S,Less High School,0,F,2,15,74,Sports Car,3695,C,0,0,0,
0.416666667,43,5000,A,0,66649,Manager,S,Bachelors,1,F,1,4,78.3,Sports Car,3696,C,0,0,0,
0.416666667,23,5000,B,0,55367,Home Maker,M,Masters,1,F,12,15,71.7,Hatchback,3697,C,0,0,1,
0.75,43,9000,B,0,14136,Clerical,S,Less High School,1,F,4,5,72,Hatchback,3698,C,0,0,1,
0.666666667,29,8000,A,0,11521,Clerical,S,Bachelors,1,F,6,9,67.2,SUV,3699,C,0,0,0,
0.333333333,55,4000,A,0,166928,Clerical,S,Less High School,1,F,4,14,74.3,Van,3700,C,0,0,0,
0.5,48,6000,A,0,279935,Clerical,S,High School,0,F,7,12,54.4,Van,3701,C,0,0,0,
0.583333333,59,7000,A,0,23709,Clerical,S,Masters,1,F,4,8,70.6,Hatchback,3702,C,0,0,0,
0.416666667,37,5000,A,0,18373,Blue Collar,S,Less High School,1,F,3,8,77.9,Sports Car,3703,C,0,0,0,
3.666666667,29,44000,A,0,55741,Clerical,S,Less High School,1,M,1,1,65.8,Sedan,3704,C,0,0,0,
0.333333333,37,4000,B,0,9847,Lawyer,S,Less High School,0,F,5,7,74.5,SUV,3705,C,0,0,1,
2.916666667,33,35000,A,0,9235,Blue Collar,S,High School,0,F,14,0,64.3,Van,3706,C,0,0,0,
0.666666667,39,8000,A,0,7477,Doctor,S,Masters,0,M,6,7,68.7,Sedan,3707,C,0,0,0,
2.5,28,30000,A,0,7083,Home Maker,M,Less High School,0,F,5,4,65.3,Hatchback,3708,C,0,0,0,
1.416666667,47,17000,A,0,32664,Lawyer,S,High School,1,F,5,7,72.1,Van,3709,C,0,0,0,
1,29,12000,B,0,9479,Home Maker,S,Bachelors,0,M,5,13,70.4,Sedan,3710,P,0,0,1,
0.416666667,37,5000,A,0,19039,Doctor,S,Less High School,0,M,3,8,72,Van,3711,C,0,0,0,
0.25,54,3000,A,0,37007,Manager,M,High School,0,F,2,2,71.4,Van,3712,C,0,0,0,
0.333333333,21,4000,A,0,18905,Lawyer,S,High School,1,F,3,2,76.1,Van,3713,C,0,0,0,
0.083333333,73,1000,A,1,96887,Home Maker,S,Less High School,1,F,3,10,69.7,Van,3714,C,0,0,0,
0.083333333,45,1000,C,0,30269,Lawyer,S,Masters,0,F,0,5,70.2,Van,3715,C,0,0,2,
0.083333333,24,1000,D,1,20030,Clerical,S,Less High School,0,F,3,14,60.9,Van,3716,C,0,0,2,
0.25,58,3000,A,0,16733,Lawyer,S,Masters,0,F,6,3,84.9,Station Wag,3717,C,0,0,0,
1.666666667,25,20000,B,0,19127,Blue Collar,M,Less High School,0,M,2,13,69.2,Hatchback,3718,C,0,0,1,
0.5,54,6000,A,0,34147,Professional,S,Bachelors,0,F,4,0,74.7,Sports Car,3719,P,0,0,0,
0.25,62,3000,B,1,36273,Clerical,S,Less High School,0,F,0,4,72.1,Sedan,3720,C,0,0,1,
1.166666667,73,14000,D,0,6843,(missing),S,Bachelors,1,F,1,13,77.8,Hatchback,3721,C,0,0,2,
4.75,37,57000,A,0,36660,Clerical,S,Bachelors,1,F,4,7,72.2,Station Wag,3722,C,0,0,0,
0.75,44,9000,D,0,12282,Lawyer,M,Less High School,1,F,0,7,75.6,SUV,3723,C,0,0,2,
0.583333333,22,7000,A,0,6762,Manager,S,Less High School,0,F,10,6,73.1,SUV,3724,C,0,0,0,
0.416666667,30,5000,A,1,9082,Blue Collar,M,Masters,1,F,1,9,74.2,Hatchback,3725,P,0,0,0,
2.75,44,33000,A,1,17926,Clerical,S,High School,0,F,4,4,65.8,Sports Car,3726,C,0,0,0,
0.25,36,3000,A,0,15308,Manager,S,Bachelors,1,F,4,12,61,SUV,3727,C,0,0,0,
2.5,28,30000,B,0,26470,Home Maker,S,High School,0,M,11,9,72.8,Sedan,3728,C,0,0,1,
0.416666667,37,5000,D,0,57371,Lawyer,S,Less High School,1,F,9,5,70.9,SUV,3729,C,0,0,2,
1,29,12000,A,1,9481,Blue Collar,M,Less High School,0,F,2,5,60.5,SUV,3730,C,0,0,0,
0.416666667,51,5000,A,0,15825,Doctor,S,Less High School,0,M,5,12,70.8,Hatchback,3731,C,0,0,0,
0.5,30,6000,A,0,92925,Manager,S,Masters,0,F,3,14,74.6,Hatchback,3732,C,0,0,0,
1.5,50,18000,A,0,7951,Doctor,S,Less High School,0,F,2,10,74,Sedan,3733,C,0,0,0,
0.333333333,66,4000,D,0,15963,Home Maker,S,Bachelors,0,F,4,8,78.6,Sports Car,3734,C,0,0,2,
0.25,40,3000,A,0,36174,Doctor,S,Less High School,0,F,3,10,74.5,SUV,3735,C,0,0,0,
0.166666667,22,2000,A,0,29088,Doctor,M,High School,0,F,1,2,65.8,Van,3736,C,0,0,0,
0.25,38,3000,A,0,6713,Doctor,S,Bachelors,1,F,3,6,73.4,Van,3737,C,0,0,0,
4.083333333,19,49000,A,0,16394,Clerical,S,Less High School,1,M,8,1,68.4,Hatchback,3738,P,0,0,0,
0.75,43,9000,A,0,18516,Blue Collar,M,Bachelors,1,F,5,6,53.5,Van,3739,P,0,0,0,
0.666666667,39,8000,B,0,37379,Manager,S,Masters,0,F,4,13,63.8,SUV,3740,C,0,0,1,
1.25,55,15000,B,1,6069,Home Maker,S,Masters,0,F,5,9,78.5,Hatchback,3741,C,0,0,1,
0.083333333,39,1000,A,0,37278,Home Maker,S,Masters,0,F,3,8,72.9,Sports Car,3742,C,0,0,0,
1.916666667,27,23000,A,0,39500,Home Maker,M,Bachelors,0,F,4,6,65.6,Van,3743,C,0,0,0,
1.083333333,19,13000,B,0,28606,Home Maker,S,Less High School,1,F,1,7,58.4,Van,3744,C,0,0,1,
0.916666667,36,11000,A,1,37436,Professional,S,High School,0,F,14,6,68.4,Van,3745,C,0,0,0,
1.166666667,32,14000,B,0,8614,Doctor,M,Less High School,0,F,3,6,78.7,SUV,3746,C,0,0,1,
1.916666667,33,23000,A,0,62894,Doctor,M,Less High School,0,M,6,10,68.2,SUV,3747,C,0,0,0,
1,36,12000,B,0,39884,Lawyer,M,Masters,0,M,1,5,57.6,Van,3748,C,0,0,1,
0.583333333,72,7000,B,0,184535,Home Maker,M,Masters,0,F,0,10,69.3,Hatchback,3749,C,0,0,1,
3.916666667,27,47000,A,0,17528,Doctor,S,Masters,1,F,13,9,66.4,SUV,3750,C,0,0,0,
0.25,16,3000,B,1,119928,Blue Collar,S,High School,0,F,2,8,55.6,Sedan,3751,C,0,0,1,
0.166666667,19,2000,D,0,5719,Lawyer,S,Masters,0,F,1,10,74.1,Van,3752,P,0,0,2,
1.416666667,31,17000,B,0,7302,Professional,M,Masters,1,M,7,7,65.4,Hatchback,3753,C,0,0,1,
0.416666667,38,5000,B,0,18174,Clerical,S,Bachelors,0,F,7,9,71.5,Van,3754,C,0,0,1,
2.75,47,33000,A,0,14427,Clerical,M,High School,0,F,1,6,56.4,Van,3755,C,0,0,0,
1.583333333,44,19000,B,0,16182,Clerical,M,High School,0,F,7,6,66,Sports Car,3756,C,0,0,1,
2.416666667,19,29000,D,0,18942,Doctor,S,Less High School,0,F,1,5,69.7,Van,3757,C,0,0,2,
0.083333333,47,1000,A,0,13173,Clerical,M,High School,0,F,4,2,71,Station Wag,3758,C,0,0,0,
1,43,12000,B,0,71683,Clerical,S,Bachelors,0,M,5,4,67.8,Sports Car,3759,P,0,0,1,
1.166666667,36,14000,A,0,80998,Clerical,M,Less High School,0,F,11,9,72.7,SUV,3760,C,0,0,0,
0.083333333,50,1000,A,0,34788,Doctor,S,Masters,0,F,4,8,75.2,Sedan,3761,C,0,0,0,
1.5,71,18000,A,0,19773,(missing),M,Bachelors,0,M,6,12,74.4,Van,3762,C,0,0,0,
0.5,68,6000,B,0,36247,Doctor,S,Masters,0,F,1,14,82.3,Hatchback,3763,C,0,0,1,
1.333333333,63,16000,A,0,40924,Doctor,S,Less High School,0,F,4,8,64.9,Station Wag,3764,C,0,0,0,
0.083333333,44,1000,C,0,8410,Blue Collar,M,Less High School,0,F,13,5,68.2,Van,3765,C,0,0,2,
1.5,57,18000,D,0,5769,Clerical,S,Less High School,0,F,3,4,78.4,Sports Car,3766,C,0,0,2,
0.5,21,6000,A,0,15843,Doctor,M,High School,0,F,7,11,74,Van,3767,C,0,0,0,
0.083333333,49,1000,B,0,18549,Blue Collar,S,Bachelors,0,F,5,0,67.5,SUV,3768,C,0,0,1,
0.833333333,39,10000,A,0,37661,Manager,S,High School,1,F,5,13,73,Van,3769,C,0,0,0,
0.916666667,53,11000,A,0,6443,Blue Collar,S,Less High School,0,F,5,6,75.1,Hatchback,3770,C,0,0,0,
0.166666667,60,2000,A,0,33675,Doctor,M,Masters,0,M,2,7,70.3,Sports Car,3771,C,0,0,0,
0.333333333,49,4000,A,0,11016,Clerical,S,Masters,0,F,5,6,73,Sedan,3772,C,0,0,0,
0.25,62,3000,A,0,48659,Clerical,S,Bachelors,0,F,5,8,74.1,Station Wag,3773,C,0,0,0,
1.416666667,30,17000,B,0,10459,Clerical,S,Masters,1,M,6,9,71.8,Van,3774,C,0,0,1,
0.833333333,28,10000,B,0,32001,Home Maker,S,Masters,0,F,5,11,67.3,Sports Car,3775,C,0,0,1,
2.833333333,30,34000,A,0,29261,Doctor,M,Bachelors,1,F,2,8,73,Sedan,3776,P,0,0,0,
1.5,56,18000,B,1,19838,Clerical,S,Bachelors,0,F,3,9,78.2,Van,3777,C,0,0,1,
0.333333333,22,4000,A,0,17540,Clerical,S,Masters,0,F,12,5,71.2,Hatchback,3778,C,0,0,0,
1.916666667,28,23000,A,1,28530,Clerical,M,High School,1,F,11,14,61.5,SUV,3779,P,0,0,0,
1.666666667,18,20000,A,0,16014,Lawyer,S,Less High School,1,F,7,8,70.9,Station Wag,3780,C,0,0,0,
0.583333333,35,7000,A,0,38124,Blue Collar,S,Less High School,0,F,0,6,76.9,SUV,3781,C,0,0,0,
0.166666667,23,2000,A,0,51603,Clerical,S,High School,1,F,5,11,72.9,Hatchback,3782,C,0,0,0,
0.5,41,6000,A,0,24848,Home Maker,M,Masters,1,F,2,2,69.4,Sports Car,3783,C,0,0,0,
0.25,35,3000,B,0,145868,Clerical,S,Bachelors,0,F,3,8,67.5,SUV,3784,C,0,0,1,
0.833333333,81,10000,C,1,16370,Lawyer,S,Bachelors,0,M,0,6,60.4,Van,3785,P,0,0,2,
0.333333333,36,4000,B,0,45441,Doctor,S,High School,1,M,3,12,66.8,Station Wag,3786,C,0,0,1,
0.583333333,36,7000,B,0,30256,Clerical,M,Less High School,0,F,3,6,67.9,Van,3787,P,0,0,1,
1.25,44,15000,A,0,6901,Clerical,S,Bachelors,0,F,4,14,67.5,Hatchback,3788,C,0,0,0,
2.833333333,17,34000,A,1,8102,(missing),M,High School,0,M,15,1,77.6,Van,3789,C,0,0,0,
1,52,12000,A,0,26606,Home Maker,S,High School,0,F,12,3,65.4,Hatchback,3790,P,0,0,0,
1.083333333,24,13000,A,1,19106,Clerical,S,Bachelors,0,M,3,2,72.9,SUV,3791,C,0,0,0,
2.75,69,33000,B,0,14653,Blue Collar,S,Bachelors,1,F,3,12,68.5,SUV,3792,C,0,0,1,
0.25,41,3000,A,0,14367,Doctor,M,Masters,1,F,1,8,79.3,Van,3793,C,0,0,0,
4.75,38,57000,B,0,17656,(missing),M,Less High School,1,M,4,7,62.5,Van,3794,C,0,0,1,
1.416666667,21,17000,B,0,15836,Home Maker,M,Less High School,0,F,10,8,77.1,Station Wag,3795,C,0,0,1,
0.416666667,75,5000,A,0,22327,Lawyer,S,Less High School,0,F,5,7,73.3,Sedan,3796,C,0,0,0,
0.083333333,20,1000,A,0,17463,Clerical,M,Less High School,0,F,4,9,73.6,SUV,3797,P,0,0,0,
0.5,19,6000,A,0,38232,Doctor,M,Less High School,0,F,10,5,64.5,Van,3798,C,0,0,0,
0.833333333,45,10000,A,0,5908,Clerical,M,Less High School,0,F,2,1,77.8,Sports Car,3799,C,0,0,0,
0.416666667,42,5000,A,0,27444,Clerical,S,Less High School,1,F,7,7,74.4,Hatchback,3800,C,0,0,0,
