account_id,event_indicator,gender,ever_missed_obligation,at_current_job_1_year,smoker,uses_direct_deposit,business_owner,homeowner,num_dependents,years_at_residence,age,debt_to_income,num_transactions,credit_history_mos,credit_score,amount,net_worth,id_important_activity,id_direct_contact,id_current_fs_relationship,job_in_education,job_in_energy,job_in_media,job_in_transport,job_in_hospitality,job_in_healthcare,job_in_manufacturing,job_in_financial,citizenship_us,citizenship_latam,citizenship_eu,citizenship_middle_east,citizenship_africa,citizenship_india,citizenship_china,citizenship_other,region_ca,region_ny,region_fl,region_tx,region_ne,region_so,region_mw,region_we,marital_status_single,marital_status_married,marital_status_divorced,analytic_partition
1646,0,0,1,0,1,0,1,1,3,-0.430962773,2.0012931322,-1.079671583,0.4139517134,0.4618909552,-0.763840746,-0.290781047,-0.422827377,false,true,false,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2
1647,0,0,1,1,0,0,1,1,1,-0.430962773,-0.094214935,-0.048040446,0.3075135245,0.7042875439,1.4297944763,-0.302031185,0.4790662493,true,false,false,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
1648,0,0,0,1,0,0,0,0,6,-0.430962773,0.5606313357,-1.448111275,0.4139517134,-0.459216082,0.0338447892,0.9066486742,-0.560547339,true,false,true,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
1649,0,1,0,1,0,0,0,0,6,-0.430962773,1.8048392509,-0.895451737,-0.331115609,-0.022902222,0.5382635837,-0.642214965,-0.195733329,false,false,false,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2
1650,0,0,0,0,0,0,0,1,7,0.1714237081,-0.159699563,-0.78491983,-1.768031159,0.3649323198,0.526532914,1.115988618,2.8154391791,false,false,false,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
1651,0,1,1,1,1,0,0,1,0,1.0750034299,-0.618091952,-1.374423337,-0.22467742,0.8982048149,0.9605676907,0.7096074248,0.4906555616,false,false,false,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
1652,0,0,0,1,0,0,0,1,5,1.9785831518,-0.028730308,0.1361793999,-1.342278403,0.4618909552,-1.326912889,0.246451264,0.3875773697,false,false,true,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
1653,0,0,1,1,0,0,1,1,4,-0.430962773,-0.290668817,-0.011196477,1.21223813,0.8982048149,0.2919195212,-0.276414366,-0.633213349,false,false,false,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
1654,0,0,0,1,1,0,0,0,5,-0.129769532,-1.207453596,1.3888743521,1.3718954133,0.4134116375,0.0221141195,0.8183587574,0.3945766174,false,false,true,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
1655,0,1,1,1,1,0,0,0,7,-0.430962773,-0.814545834,1.7941580131,-0.810087459,0.316453002,0.6321089408,-0.192347802,0.356155854,false,false,true,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2
1656,0,0,1,0,0,0,1,0,3,-0.430962773,-0.356153444,-1.66917509,-0.437553798,-0.362257446,0.8549916639,-0.408335886,1.4548154567,false,false,true,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
1657,0,1,1,0,0,1,0,0,2,-0.430962773,0.2986928272,1.0204346603,0.3075135245,-2.980140604,0.9136450121,2.0562671301,-0.306159229,false,false,true,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
1658,0,1,1,0,0,1,1,0,6,-0.430962773,-0.421638071,-1.190203491,-0.277896514,-0.168340175,0.6438396104,-0.743873978,4.3204096194,false,false,true,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
1659,0,1,0,1,0,0,0,0,5,-0.430962773,-0.487122698,1.1309665678,0.1478562412,-1.477281754,0.9371063514,0.71712208,0.1141200646,false,false,false,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
1660,0,1,1,1,0,0,0,0,0,-0.430962773,1.6738699967,0.9099027527,0.8929235633,-1.13792653,1.5471011727,2.2050602155,-0.57400512,false,false,true,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
1661,0,0,1,1,0,0,0,0,3,-0.430962773,-1.403907478,-0.084884415,-0.490772892,0.6558082262,0.3153808605,-0.543934635,-0.336577419,false,false,false,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1662,0,0,0,1,0,0,1,1,4,-0.430962773,-0.487122698,-1.632331121,-1.342278403,-0.022902222,0.9136450121,-0.746662847,-0.832076096,false,false,false,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1663,0,0,1,0,0,0,1,1,0,-0.430962773,-0.68357658,-1.263891429,0.360732619,0.0255770956,1.2655651013,-0.025853044,-0.31265381,false,false,false,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2
1664,0,1,1,0,0,0,0,1,2,-0.430962773,0.6261159628,-0.121728384,0.73326628,0.7042875439,0.7024929586,0.1939870289,2.3681361806,false,false,true,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
1665,0,0,1,1,1,0,0,1,2,0.0208270878,-1.076484342,-1.263891429,-1.821250253,1.1406014036,0.3623035391,0.9049666147,0.5046059936,false,false,false,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1666,0,1,1,0,1,0,0,0,7,2.1291797721,-0.880030461,-1.411267306,-1.342278403,0.6558082262,0.3505728694,-0.493225275,-0.391634163,false,false,false,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2
1667,0,0,0,1,0,1,1,1,4,-0.430962773,-0.421638071,0.3940871842,1.3186763188,1.0436427681,0.7611463068,1.5885308161,0.2567485122,false,false,true,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
1668,0,0,1,1,0,0,0,0,6,-0.430962773,1.2154776068,-1.190203491,-1.342278403,0.4134116375,0.4209568873,-0.796469283,-0.90703113,false,false,true,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2
1669,0,0,1,1,1,0,0,0,6,-0.430962773,0.8225698441,-0.269104261,1.6379908855,0.4618909552,1.3594104584,0.9727659892,-0.664875182,false,false,false,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
1670,0,0,1,1,1,0,0,1,1,-0.430962773,1.870323878,-1.374423337,0.6268280911,0.0740564133,0.9136450121,-0.493079643,-0.58463917,false,false,false,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2
1671,0,1,1,1,0,1,1,1,0,-0.430962773,-0.880030461,-0.379636169,-0.22467742,0.510370273,-0.048269898,-0.648491741,-0.685025806,false,false,false,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1672,0,0,1,0,1,0,1,1,2,0.0208270878,0.6261159628,1.1309665678,1.7976481688,0.4134116375,-0.775571416,0.9346902799,-0.801045096,false,false,false,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2
1673,0,0,0,1,1,0,1,0,0,-0.430962773,-0.159699563,0.6519949684,-0.437553798,-0.895529941,0.9488370211,-0.748905593,0.1809884143,false,false,true,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
1674,0,0,1,1,0,0,1,0,7,2.2797763924,-1.207453596,0.8362148144,-1.66159297,0.8012461794,0.9605676907,-0.51239784,0.0861050498,true,false,false,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1675,0,1,1,1,0,0,0,0,2,-0.280366153,0.6261159628,2.3468175509,2.0105245465,0.1225357311,0.397495548,-0.656494266,-0.932294509,true,false,true,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
1676,0,1,1,1,0,0,1,0,0,-0.430962773,-0.356153444,-0.269104261,0.2010753356,-0.70161267,0.1511514856,0.2794516684,0.3234125921,false,false,false,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
1677,0,0,0,1,0,0,0,0,4,4.8399189375,-0.68357658,-0.379636169,-0.011801042,0.3649323198,0.9136450121,-0.763738299,-0.2857022,false,false,false,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1678,0,0,1,1,1,0,0,0,2,-0.430962773,-0.22518419,0.7256829068,-1.501935686,0.6558082262,0.0924981374,-0.774842804,1.1114798249,false,false,false,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1679,0,0,0,0,1,0,0,0,7,-0.280366153,-0.880030461,-1.005983645,1.4251145077,0.510370273,0.9253756818,-0.538247672,2.8954709209,false,false,false,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1680,0,1,0,1,0,0,0,0,1,-0.430962773,0.1022389459,1.1309665678,-0.277896514,0.5588495907,0.4209568873,0.2429633572,-0.399780926,false,false,false,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
1681,0,0,0,1,0,0,1,0,0,-0.430962773,-0.814545834,0.2098673382,1.3186763188,0.9951634503,0.5148022444,0.5434985932,-0.780936528,false,false,false,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2
1682,0,0,0,1,1,0,0,0,1,-0.430962773,1.5429007424,-1.558643183,1.0525808466,0.510370273,0.4326875569,-0.477861009,0.4225615925,false,false,false,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
1683,0,0,0,1,0,0,1,0,2,1.6773899112,-0.094214935,-0.453324107,1.0525808466,0.3649323198,1.2538344317,-0.101072412,1.0847445009,false,false,false,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1684,0,1,0,1,0,0,0,1,5,3.3339527345,1.5429007424,-0.30594823,0.5203899023,0.7042875439,0.8549916639,-0.780362289,-0.467033784,false,false,false,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
1685,0,1,0,0,1,1,0,0,6,1.3761966705,0.4296620815,-0.821763799,-1.395497497,0.5588495907,0.5617249229,2.3057798963,-0.352834899,false,false,true,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
1686,0,1,1,1,1,0,1,1,4,-0.430962773,-0.22518419,-1.448111275,0.2010753356,0.6558082262,0.5969169319,-0.132143181,3.9934336028,false,false,false,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2
1687,0,0,0,1,0,0,0,1,1,-0.430962773,-1.534876732,-0.048040446,0.6800471856,1.1406014036,0.0338447892,-0.529618925,0.4203446634,false,false,false,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
1688,0,0,1,1,1,0,0,1,2,-0.129769532,-1.010999715,-1.632331121,-1.874469347,-0.022902222,-1.174414184,0.7604114454,-0.498275062,false,false,false,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
1689,0,0,0,0,0,1,0,1,1,-0.430962773,1.7393546238,0.762526876,1.584771791,-0.216819493,0.7494156372,2.7343919444,0.1333154264,false,false,false,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2
1690,0,1,1,1,1,0,1,1,1,3.6351459751,-0.290668817,0.7993708452,0.0946371468,0.6073289084,0.0221141195,-0.156929892,1.7879375939,false,false,false,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1691,0,0,1,0,1,0,1,0,2,1.2256000502,0.1022389459,-1.595487152,0.5203899023,1.0921220858,0.8901836729,-0.645928603,2.941089194,false,false,false,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1692,0,0,1,1,0,0,0,0,2,-0.430962773,-1.403907478,-1.521799213,1.1057999411,-0.216819493,0.8080689854,2.4817407903,0.5516060924,false,false,false,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1693,0,0,0,1,0,0,1,1,3,-0.430962773,1.7393546238,-0.969139676,0.73326628,0.1225357311,0.1746128248,-0.769512642,-0.148174492,false,false,false,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1694,0,1,1,1,0,0,0,1,1,-0.430962773,-0.880030461,0.3203992458,0.0946371468,0.8012461794,0.4913409051,-0.684484901,4.3624531694,false,false,false,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1695,0,1,1,1,1,0,1,0,2,-0.430962773,-1.010999715,-0.048040446,1.7976481688,1.0436427681,-0.048269898,1.9063089819,-0.363288711,false,false,true,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
1696,0,0,1,1,0,0,1,1,2,-0.430962773,0.4951467086,-1.484955244,0.0414180523,0.6558082262,0.5969169319,-0.494543253,-0.188349573,false,false,false,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
1697,0,0,0,1,0,0,0,0,0,-0.430962773,1.2154776068,0.6151509993,1.1590190355,0.7042875439,1.0778743871,-0.420714678,0.5115752017,false,false,false,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
1698,0,0,0,1,0,0,0,1,2,-0.430962773,1.0845083526,-0.195416323,-0.22467742,0.4618909552,0.7259542979,2.0439902806,0.2147830654,false,false,false,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2
1699,0,1,0,1,0,0,1,1,4,-0.430962773,0.4951467086,-0.932295706,-1.289059309,0.0255770956,0.6790316193,0.4577790963,0.995130098,false,false,false,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
1700,0,0,1,1,0,0,1,1,1,-0.430962773,-1.534876732,-1.595487152,0.360732619,0.8497254971,0.2801888516,-0.572733531,0.7773423462,false,false,false,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1701,0,0,0,0,0,0,1,0,4,-0.430962773,0.167723573,1.0572786295,0.4671708078,-0.410736764,-0.024808559,-0.11463083,-0.803442264,false,false,false,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
1702,0,0,1,1,0,1,0,0,0,-0.430962773,1.0190237255,-0.858607768,-1.342278403,-2.398388791,0.9605676907,-0.450773299,0.1447184927,false,false,true,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
1703,0,1,1,0,0,1,0,1,1,-0.430962773,-0.552607325,1.6099381672,0.0414180523,0.3649323198,0.1276901463,-0.713320205,0.381539392,false,false,true,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1704,0,1,0,1,0,0,0,1,1,-0.430962773,0.4296620815,-0.269104261,0.360732619,1.1890807213,-3.332857397,-0.715162461,4.3743428787,false,true,true,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2
1705,0,0,0,1,0,0,1,1,6,-0.430962773,0.4951467086,1.2414984754,-0.863306553,0.2679736843,0.5617249229,-0.669171606,1.2581876625,false,false,true,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
1706,0,0,1,0,0,0,0,0,4,-0.280366153,-0.814545834,0.0256474923,1.7976481688,0.9466841326,0.1276901463,2.6383834864,-0.001706972,false,false,true,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2
1707,0,1,1,1,1,1,1,0,5,-0.430962773,0.757085217,0.2835552766,1.3186763188,-2.737744015,0.9722983603,-0.472443467,0.2983835224,false,false,true,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2
1708,0,1,1,1,0,1,1,1,7,-0.280366153,-0.22518419,-0.932295706,0.6268280911,-0.70161267,0.7142236283,0.3151098723,0.1244717417,false,false,false,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2
1709,0,0,1,0,0,0,1,1,6,0.4726169487,1.7393546238,1.0204346603,0.73326628,0.3649323198,0.104228807,-0.588214303,0.7168303948,false,false,false,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2
1710,0,1,1,0,1,1,0,1,0,-0.129769532,-1.207453596,0.0256474923,1.6912099799,-0.07138154,0.6673009497,-0.505895334,0.2584848063,false,false,true,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1711,0,1,0,1,0,1,1,0,2,-0.430962773,1.870323878,-0.195416323,0.7864853745,0.316453002,-0.400189988,-0.705121076,0.8212063014,false,true,false,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1712,0,1,1,0,1,1,1,0,1,-0.430962773,-0.028730308,-0.490168076,1.5315526966,0.8982048149,0.4092262176,1.0664734482,1.6337498736,false,false,true,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
1713,0,1,0,1,1,0,1,0,5,4.2375324563,0.1022389459,0.2098673382,1.7444290743,1.1890807213,0.8315303247,2.6004898182,-0.099059599,false,false,false,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
1714,0,0,1,0,0,0,0,1,4,-0.430962773,0.0367543188,1.1309665678,-0.22467742,-1.089447212,1.4649864852,-0.480038221,0.1786393105,false,false,true,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2
1715,0,1,0,0,0,0,0,1,5,-0.430962773,-0.945515088,1.573094198,0.5736089967,0.5588495907,-0.282883291,-0.218255887,-0.599827237,false,false,true,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
1716,0,0,0,0,0,0,0,0,4,-0.430962773,0.167723573,0.4309311533,0.4139517134,0.7042875439,0.9722983603,-0.784418164,-0.234622711,false,false,true,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
1717,0,1,1,1,0,1,1,1,5,2.2797763924,0.3641774543,0.0256474923,1.8508672632,0.9951634503,0.0690367981,2.7727152295,0.0987397433,false,false,true,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
1718,0,0,0,1,1,0,0,0,2,-0.430962773,-0.028730308,1.2046545062,0.360732619,0.7042875439,-0.189037934,-0.223578767,-0.65771372,false,false,true,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1719,0,1,0,0,0,1,1,1,0,3.9363392157,2.1977470136,-0.527012045,1.3718954133,-0.168340175,-0.189037934,-0.720827579,-0.262205155,false,false,false,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1720,0,0,1,1,0,0,1,0,2,-0.430962773,-0.028730308,-0.084884415,1.584771791,-0.895529941,-2.804977264,2.7226102466,-0.10665964,false,false,false,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1721,0,0,1,1,1,0,1,0,4,-0.430962773,1.6083853695,0.4677751225,-0.118239231,-0.07138154,0.8432609943,-0.561578055,0.1504680893,false,false,true,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2
1722,0,1,0,0,1,1,1,1,4,-0.430962773,1.8048392509,-1.116515552,0.4671708078,-1.768157661,-1.162683514,-0.225996273,0.7601956912,false,false,true,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2
1723,0,0,1,1,1,0,1,0,1,-0.430962773,-0.749061207,0.2467113074,-1.129402025,0.8012461794,0.0221141195,-0.622904049,0.2867821942,false,false,false,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
1724,0,1,1,1,1,0,0,1,6,-0.430962773,-0.814545834,0.0624914615,1.9573054521,1.1890807213,0.3153808605,0.1104301798,3.7060198577,false,false,false,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1725,0,0,1,0,1,1,0,0,0,-0.430962773,1.7393546238,-1.816550967,-1.235840214,-0.216819493,1.3946024674,-0.505138043,0.7183744349,false,false,false,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
1726,0,0,0,1,0,1,0,1,7,-0.430962773,-0.421638071,0.1361793999,-0.065020137,0.9466841326,0.2567275123,-0.43136044,0.5111185984,false,false,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2
1727,0,1,1,0,0,0,1,1,4,-0.430962773,-1.403907478,0.2467113074,1.1590190355,-0.265298811,0.7728769765,0.4074993539,-0.40352988,false,false,false,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1728,0,0,0,1,0,1,1,1,1,-0.430962773,-0.945515088,1.0572786295,0.6268280911,0.0740564133,0.4561488962,-0.665436123,-0.263935441,false,false,false,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1729,0,0,1,0,0,0,0,0,5,-0.430962773,-0.68357658,-0.748075861,0.2542944301,0.8982048149,-0.083461907,1.6829373127,-0.934950018,false,false,false,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1730,0,0,1,1,1,1,1,0,2,-0.430962773,-0.421638071,-0.30594823,1.0525808466,-0.70161267,0.1394208159,0.4046231051,-0.776917217,false,true,false,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2
1731,0,0,0,0,0,1,1,0,4,-0.430962773,2.3287162678,-1.484955244,1.5315526966,0.6073289084,-0.740379407,-0.047807196,-0.323389995,false,false,false,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
1732,0,1,0,1,1,0,1,0,0,-0.430962773,1.870323878,-0.453324107,0.1478562412,0.8497254971,1.0544130478,1.2872965424,1.8723130749,false,false,false,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1733,0,0,1,1,1,0,1,1,0,-0.430962773,1.8048392509,-0.453324107,-0.650430175,-0.459216082,1.3476797888,1.2592403733,0.5018964136,false,false,true,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1734,0,0,1,1,1,1,1,0,5,-0.430962773,-0.880030461,-0.78491983,-0.22467742,0.2194943665,0.9136450121,2.1688558883,0.2772415887,false,false,false,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
1735,0,0,1,0,0,0,0,1,1,1.9785831518,-0.487122698,-0.748075861,1.8508672632,0.5588495907,-0.63480338,2.3749555012,0.182466367,false,true,true,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
1736,0,0,0,0,0,1,1,0,4,-0.280366153,-0.68357658,-0.084884415,-0.916525648,0.4134116375,-0.540958023,-0.669812391,0.2948027914,false,false,false,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1737,0,1,1,1,0,0,1,0,0,2.2797763924,1.870323878,0.1361793999,-0.22467742,0.4618909552,0.7611463068,-0.255486925,-0.322849281,false,false,true,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2
1738,0,1,0,0,0,0,0,0,0,-0.430962773,-0.552607325,-1.153359522,-0.650430175,0.2679736843,1.3242184495,-0.742606972,1.090452042,false,false,false,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2
1739,0,1,0,0,0,0,0,1,4,-0.430962773,-0.945515088,0.2467113074,1.6379908855,0.4618909552,0.2215355034,-0.608406298,0.2447987236,false,false,true,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1740,0,1,0,0,0,1,1,0,4,-0.430962773,-1.338422851,-0.637543953,0.4671708078,-0.168340175,0.819799655,-0.662603564,-0.719799751,false,false,false,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
1741,0,0,0,1,0,0,1,0,3,-0.280366153,-0.68357658,1.2783424446,-0.810087459,0.7042875439,0.8080689854,-0.487727635,-0.924916762,false,false,false,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2
1742,0,1,0,1,0,0,1,0,4,-0.430962773,0.1022389459,-1.153359522,-1.342278403,0.9951634503,1.277295771,-0.7007084,0.1077156027,false,false,false,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2
1743,0,0,0,0,0,0,1,1,1,-0.430962773,-1.010999715,-0.453324107,1.5315526966,-1.13792653,0.0924981374,-0.284198442,-0.930293866,false,false,true,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2
